TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.162220	0.022618	0.048053	0.015145	0.034854	0.023338	0.046332	0.034869	0.030148	0.022841	0.021209	0.029654	0.129863	0.378855
A	0.017445	0.029692	0.221847	0.032879	0.072728	0.034257	0.294635	0.017692	0.011927	0.045462	0.004579	0.004212	0.084182	0.128463
person	0.023003	0.122981	0.046180	0.237736	0.100988	0.041369	0.106249	0.036294	0.021218	0.083094	0.003424	0.006860	0.064423	0.106179
on	0.065207	0.036016	0.061713	0.018261	0.104840	0.065952	0.236396	0.058845	0.031763	0.072536	0.032247	0.014791	0.070145	0.131287
a	0.118038	0.015204	0.065740	0.016039	0.051275	0.033047	0.136715	0.024167	0.028104	0.068262	0.006349	0.009383	0.119094	0.308583
horse	0.280035	0.025052	0.010366	0.101170	0.096064	0.003275	0.020532	0.143415	0.078955	0.025290	0.007419	0.005095	0.024247	0.179084
jumps	0.110489	0.010083	0.013375	0.020103	0.016127	0.012586	0.065760	0.281445	0.041178	0.101286	0.027108	0.008301	0.078904	0.213259
over	0.165579	0.010911	0.008504	0.003273	0.042453	0.003192	0.032579	0.026519	0.305730	0.034579	0.030052	0.019254	0.100691	0.216683
a	0.169739	0.003516	0.017302	0.002472	0.008525	0.015554	0.057237	0.020667	0.056443	0.152554	0.034554	0.062855	0.195974	0.202608
broken	0.351024	0.011806	0.015153	0.009560	0.012911	0.014013	0.050364	0.008284	0.074367	0.006865	0.039871	0.062773	0.100034	0.242973
down	0.380461	0.004556	0.003016	0.008352	0.007805	0.000765	0.004665	0.013806	0.048871	0.009855	0.015108	0.034325	0.095835	0.372583
airplane	0.447952	0.019921	0.003363	0.019467	0.017694	0.002987	0.008313	0.013088	0.081170	0.061073	0.016709	0.025669	0.082772	0.199823
.	0.146048	0.024147	0.011679	0.010878	0.032572	0.013816	0.016173	0.014755	0.066359	0.029368	0.018947	0.056208	0.194403	0.364647
[SEP]	0.323810	0.011256	0.001975	0.003391	0.013914	0.002876	0.001204	0.004881	0.013007	0.002794	0.003917	0.005803	0.035864	0.575308
