TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.010814	0.202712	0.088025	0.006118	0.006198	0.003988	0.021858	0.001792	0.005296	0.004707	0.000165	0.001373	0.019517	0.627438
A	0.002877	0.023997	0.163925	0.006769	0.008093	0.013018	0.001336	0.000176	0.000195	0.000781	0.000230	0.000287	0.002089	0.776227
person	0.004415	0.030027	0.010284	0.017352	0.076851	0.021047	0.001412	0.000128	0.002385	0.000345	0.000321	0.001309	0.003021	0.831105
on	0.001066	0.005329	0.024631	0.006942	0.274149	0.336179	0.001489	0.001516	0.001938	0.000944	0.000158	0.000395	0.000658	0.344606
a	0.001396	0.000708	0.015034	0.002919	0.018576	0.485953	0.002837	0.000215	0.000147	0.000231	0.000048	0.000219	0.000340	0.471376
horse	0.002229	0.000178	0.000527	0.000666	0.000947	0.006930	0.001194	0.000026	0.000129	0.000125	0.000041	0.000560	0.000618	0.985829
jumps	0.004983	0.007428	0.015992	0.005739	0.004075	0.005022	0.011795	0.040908	0.030726	0.008416	0.001729	0.010056	0.014143	0.838990
over	0.002565	0.000183	0.000801	0.000188	0.000081	0.002044	0.002122	0.005946	0.014322	0.024034	0.003740	0.022892	0.015994	0.905089
a	0.001795	0.000427	0.000409	0.000078	0.000126	0.000802	0.002030	0.008199	0.015699	0.038023	0.027896	0.005550	0.009829	0.889138
broken	0.000841	0.007381	0.000245	0.000084	0.000466	0.000074	0.010738	0.006966	0.062696	0.026448	0.289041	0.037627	0.030327	0.527065
down	0.000495	0.000292	0.000020	0.000020	0.000025	0.000026	0.000258	0.000731	0.004598	0.011956	0.012399	0.211734	0.009831	0.747615
airplane	0.001248	0.000216	0.000104	0.000013	0.000008	0.000045	0.000097	0.000018	0.000318	0.000376	0.000281	0.012205	0.035274	0.949796
.	0.003978	0.067016	0.012587	0.000479	0.001631	0.000671	0.007802	0.000460	0.003206	0.003132	0.001017	0.001717	0.026549	0.869755
[SEP]	0.014618	0.006079	0.005662	0.004409	0.005106	0.003935	0.003666	0.001712	0.004841	0.002815	0.006127	0.008236	0.014304	0.918489
