TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.065686	0.201383	0.072230	0.010163	0.054330	0.012441	0.048428	0.015006	0.045169	0.020606	0.010428	0.014037	0.202911	0.227183
A	0.004823	0.448257	0.022929	0.004210	0.022545	0.001658	0.025759	0.005289	0.027196	0.003801	0.000728	0.003238	0.110772	0.318797
person	0.010306	0.138789	0.041115	0.011362	0.042364	0.009232	0.030091	0.013764	0.037118	0.009070	0.004100	0.008752	0.047623	0.596314
on	0.005065	0.047623	0.016900	0.009714	0.020649	0.005562	0.019190	0.008092	0.012632	0.002590	0.002410	0.008542	0.025480	0.815550
a	0.003722	0.089391	0.029090	0.009612	0.027891	0.009879	0.026410	0.010150	0.028561	0.013987	0.007990	0.023864	0.036414	0.683038
horse	0.005664	0.019229	0.012689	0.002292	0.009704	0.009371	0.011685	0.001928	0.005040	0.001531	0.002170	0.005640	0.014673	0.898382
jumps	0.006445	0.088964	0.033129	0.011944	0.021090	0.011865	0.034850	0.013640	0.018110	0.005592	0.002533	0.014961	0.056550	0.680326
over	0.007575	0.057361	0.025089	0.010139	0.020097	0.011847	0.037484	0.020368	0.018761	0.005174	0.002703	0.014410	0.045625	0.723367
a	0.004496	0.200247	0.041380	0.014924	0.042476	0.007123	0.054721	0.034468	0.102053	0.016555	0.007674	0.034106	0.049991	0.389787
broken	0.003803	0.017770	0.014424	0.007995	0.020188	0.014162	0.012177	0.011822	0.024915	0.015273	0.014305	0.016078	0.012691	0.814394
down	0.002972	0.005587	0.004451	0.002641	0.006895	0.005671	0.002788	0.005929	0.005985	0.003594	0.010872	0.007752	0.003442	0.931422
airplane	0.021663	0.091419	0.037328	0.007374	0.020173	0.008125	0.014922	0.023175	0.025207	0.004751	0.005219	0.028807	0.038250	0.673587
.	0.025785	0.262315	0.036171	0.008563	0.027085	0.006646	0.043967	0.015178	0.031687	0.007331	0.004040	0.012612	0.171188	0.347431
[SEP]	0.078027	0.085133	0.083422	0.068950	0.076861	0.059691	0.081902	0.053605	0.085604	0.052614	0.052138	0.047745	0.100743	0.073565
