TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.021484	0.110431	0.037383	0.015872	0.024967	0.008558	0.019718	0.010765	0.041346	0.008108	0.006212	0.019676	0.009144	0.666336
A	0.034272	0.312257	0.061888	0.012636	0.052855	0.003338	0.009895	0.013074	0.051069	0.006914	0.008256	0.006170	0.086737	0.340640
person	0.011206	0.030198	0.016224	0.012161	0.036566	0.004008	0.012827	0.022714	0.042798	0.008435	0.010562	0.020786	0.026948	0.744565
on	0.021601	0.024842	0.011019	0.043087	0.024541	0.008695	0.041103	0.157405	0.059065	0.020672	0.019929	0.062670	0.033212	0.472159
a	0.042127	0.126849	0.064031	0.012222	0.068252	0.016506	0.053554	0.069730	0.155892	0.015499	0.022844	0.066345	0.067321	0.218827
horse	0.022324	0.010433	0.035082	0.022749	0.061772	0.060974	0.047255	0.035183	0.074696	0.026351	0.028152	0.127098	0.035400	0.412529
jumps	0.028324	0.079883	0.083054	0.095283	0.089150	0.011751	0.069640	0.103258	0.056149	0.052791	0.022579	0.037849	0.098765	0.171523
over	0.013574	0.043812	0.028005	0.073190	0.091165	0.005377	0.071738	0.067979	0.085853	0.014544	0.015688	0.022789	0.030880	0.435406
a	0.041393	0.206185	0.073704	0.019131	0.203027	0.007182	0.015417	0.034234	0.183305	0.006984	0.028914	0.030378	0.047561	0.102585
broken	0.006534	0.051155	0.036518	0.051227	0.137046	0.029571	0.048868	0.013790	0.097141	0.007075	0.042001	0.149930	0.017016	0.312127
down	0.013527	0.020674	0.025645	0.045328	0.054661	0.029083	0.015273	0.003992	0.031382	0.024771	0.036348	0.061276	0.022333	0.615707
airplane	0.009864	0.018876	0.049807	0.063714	0.097154	0.077376	0.036363	0.010122	0.039697	0.006834	0.012596	0.089258	0.022891	0.465446
.	0.035082	0.164919	0.050352	0.050459	0.063968	0.037502	0.088385	0.050245	0.075352	0.019664	0.019993	0.042264	0.032015	0.269800
[SEP]	0.011483	0.006452	0.002667	0.006429	0.005198	0.008350	0.004594	0.003022	0.004696	0.004234	0.005227	0.004133	0.005875	0.927640
