TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.004534	0.058585	0.001730	0.001581	0.009090	0.000411	0.027245	0.001302	0.019985	0.002131	0.001670	0.000175	0.855456	0.016104
A	0.041800	0.087156	0.006583	0.004250	0.010024	0.002063	0.029122	0.001145	0.009112	0.001292	0.000504	0.000399	0.230170	0.576380
person	0.045132	0.148542	0.014439	0.019863	0.029918	0.003750	0.039594	0.004043	0.024233	0.002264	0.000821	0.000497	0.105854	0.561049
on	0.053536	0.212596	0.071169	0.053475	0.082703	0.014904	0.053086	0.001453	0.008458	0.000575	0.000255	0.000219	0.048095	0.399475
a	0.073484	0.163521	0.021565	0.056196	0.030569	0.005546	0.031147	0.000955	0.005668	0.000625	0.000174	0.000158	0.064369	0.546024
horse	0.020561	0.284043	0.041188	0.360334	0.074829	0.009927	0.080438	0.003992	0.014196	0.001613	0.000315	0.000198	0.037295	0.071073
jumps	0.071634	0.168161	0.024406	0.004832	0.024927	0.003464	0.046338	0.003357	0.023390	0.001231	0.000509	0.000630	0.138870	0.488251
over	0.025324	0.067512	0.012102	0.003475	0.006139	0.003235	0.095929	0.009047	0.018402	0.002749	0.002271	0.001321	0.083934	0.668559
a	0.072283	0.056054	0.009349	0.005872	0.007877	0.003426	0.027409	0.008374	0.017395	0.003592	0.001203	0.001258	0.054704	0.731205
broken	0.014467	0.008343	0.005507	0.003239	0.003400	0.003671	0.006696	0.019690	0.042582	0.044392	0.023850	0.006718	0.014866	0.802580
down	0.030676	0.013969	0.014911	0.006204	0.010029	0.004197	0.013238	0.030075	0.104477	0.054751	0.018130	0.016772	0.023739	0.658831
airplane	0.033890	0.023764	0.008470	0.008242	0.005979	0.004949	0.032838	0.046381	0.084048	0.037495	0.017613	0.017541	0.016503	0.662287
.	0.030145	0.023762	0.005361	0.001722	0.006790	0.001379	0.010472	0.001129	0.005313	0.001034	0.000548	0.000560	0.043825	0.867959
[SEP]	0.029143	0.007761	0.015855	0.015089	0.009900	0.016599	0.014621	0.009375	0.008360	0.018229	0.016363	0.009870	0.017964	0.810872
