TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.141481	0.019510	0.078344	0.010386	0.010031	0.060221	0.145119	0.006059	0.004961	0.029282	0.006573	0.169477	0.007383	0.311174
A	0.041580	0.041046	0.456779	0.024685	0.030177	0.032334	0.081275	0.047834	0.013838	0.012986	0.011367	0.116022	0.014469	0.075607
person	0.149263	0.079096	0.063986	0.039641	0.037829	0.068000	0.080815	0.070068	0.031988	0.021642	0.018884	0.055649	0.037567	0.245574
on	0.084473	0.047142	0.021202	0.024046	0.041100	0.022616	0.068957	0.088067	0.042111	0.024323	0.031997	0.053203	0.115738	0.335025
a	0.079352	0.050876	0.336723	0.030946	0.025841	0.029669	0.110005	0.054845	0.013606	0.011056	0.012388	0.066619	0.030675	0.147399
horse	0.028926	0.011818	0.004594	0.005776	0.012388	0.039201	0.024239	0.008638	0.010491	0.013712	0.002733	0.014641	0.068356	0.754486
jumps	0.141811	0.030219	0.029712	0.029870	0.025865	0.059426	0.024513	0.036607	0.025919	0.028294	0.026037	0.026516	0.117372	0.397839
over	0.125758	0.019315	0.011404	0.041175	0.017552	0.034154	0.046950	0.036118	0.027341	0.017105	0.017110	0.076037	0.070478	0.459504
a	0.066327	0.062620	0.207722	0.025647	0.035881	0.058865	0.096263	0.069468	0.019559	0.014179	0.014628	0.074145	0.038527	0.216169
broken	0.066131	0.019961	0.019822	0.006929	0.013577	0.019441	0.035247	0.008966	0.013182	0.004439	0.007433	0.024535	0.060280	0.700059
down	0.076159	0.015966	0.008083	0.008781	0.014047	0.017263	0.017811	0.015333	0.017746	0.016849	0.004349	0.029709	0.160345	0.597558
airplane	0.075037	0.011081	0.014371	0.009164	0.011630	0.121664	0.025919	0.003017	0.010381	0.007479	0.002606	0.014760	0.112619	0.580272
.	0.111251	0.065565	0.157217	0.020348	0.027273	0.060089	0.111318	0.026523	0.023106	0.024548	0.018560	0.160841	0.028070	0.165290
[SEP]	0.006019	0.003363	0.000316	0.001163	0.005534	0.001888	0.002329	0.001253	0.005988	0.001058	0.000911	0.001333	0.044639	0.924204
