TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.015724	0.022489	0.007131	0.005491	0.002065	0.001859	0.016251	0.003930	0.002189	0.001080	0.002795	0.002495	0.007713	0.908787
A	0.012221	0.149085	0.025173	0.005923	0.012343	0.003941	0.007052	0.001234	0.005915	0.003351	0.000483	0.003101	0.023216	0.746961
person	0.008250	0.142634	0.020236	0.113187	0.010822	0.004278	0.006361	0.001899	0.000702	0.000349	0.000120	0.001115	0.015583	0.674464
on	0.028122	0.174862	0.012149	0.095715	0.034757	0.013561	0.015470	0.013609	0.001378	0.001314	0.000893	0.006965	0.086278	0.514929
a	0.035393	0.395416	0.055002	0.058782	0.043574	0.020250	0.006833	0.001224	0.000618	0.000789	0.000336	0.004260	0.052850	0.324672
horse	0.032468	0.035833	0.078551	0.085944	0.046556	0.027566	0.013711	0.000964	0.000547	0.000911	0.000519	0.006720	0.029581	0.640128
jumps	0.061529	0.061771	0.014914	0.194080	0.034870	0.023773	0.073258	0.031588	0.002077	0.002044	0.000850	0.001618	0.056197	0.441431
over	0.048978	0.047309	0.108139	0.084361	0.103364	0.048210	0.048008	0.015080	0.008002	0.020646	0.000647	0.007543	0.034637	0.425077
a	0.032818	0.248538	0.103616	0.072008	0.119246	0.068555	0.055682	0.014530	0.011192	0.015354	0.001377	0.010810	0.035695	0.210580
broken	0.014895	0.010402	0.007665	0.028930	0.008823	0.028391	0.022085	0.027676	0.010563	0.006228	0.003374	0.011331	0.022329	0.797308
down	0.008244	0.003701	0.003099	0.006450	0.004597	0.009006	0.006380	0.030449	0.031207	0.068290	0.009348	0.028235	0.016310	0.774685
airplane	0.023889	0.008893	0.015922	0.008736	0.047973	0.033992	0.015976	0.033400	0.142251	0.065416	0.012519	0.034987	0.044076	0.511970
.	0.045310	0.218065	0.049752	0.013038	0.026957	0.015082	0.285042	0.074151	0.049370	0.028269	0.014406	0.013748	0.056479	0.110332
[SEP]	0.009419	0.006898	0.003070	0.004217	0.005498	0.001752	0.001882	0.002057	0.003422	0.001565	0.001779	0.002049	0.008622	0.947771
