TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.022016	0.095161	0.035297	0.002436	0.023720	0.011834	0.031306	0.007905	0.022722	0.002978	0.002459	0.011374	0.183572	0.547219
A	0.025280	0.030353	0.016590	0.004415	0.000384	0.000732	0.005145	0.003355	0.000683	0.000581	0.000444	0.001606	0.009711	0.900721
person	0.000909	0.046664	0.019866	0.005008	0.012167	0.000950	0.006500	0.001080	0.001045	0.000676	0.000263	0.000306	0.004858	0.899709
on	0.002143	0.006457	0.878269	0.014704	0.003391	0.008369	0.009510	0.000050	0.000022	0.000059	0.000003	0.000119	0.000433	0.076471
a	0.015356	0.005346	0.104558	0.330616	0.017001	0.030386	0.010166	0.001884	0.000178	0.000306	0.000026	0.000216	0.002093	0.481867
horse	0.002343	0.002351	0.001063	0.004740	0.175585	0.012575	0.000171	0.000038	0.000130	0.000133	0.000027	0.000043	0.000451	0.800352
jumps	0.014690	0.031235	0.060188	0.003445	0.004527	0.074321	0.071074	0.006554	0.004524	0.001093	0.001162	0.007141	0.016367	0.703679
over	0.001005	0.011292	0.017659	0.001268	0.001834	0.010863	0.583881	0.029733	0.018396	0.006935	0.002280	0.008117	0.006573	0.300165
a	0.001539	0.001423	0.004704	0.002582	0.000556	0.003861	0.033943	0.087090	0.025012	0.012553	0.001766	0.011237	0.009091	0.804641
broken	0.004827	0.002753	0.006582	0.000602	0.000414	0.002117	0.004567	0.005807	0.145061	0.069101	0.002995	0.015775	0.012569	0.726830
down	0.000133	0.000118	0.000298	0.000041	0.000030	0.000056	0.001676	0.001883	0.010431	0.943624	0.002249	0.000855	0.001737	0.036868
airplane	0.000392	0.000346	0.000188	0.000032	0.000197	0.000281	0.001171	0.001915	0.004650	0.004417	0.015379	0.007472	0.003269	0.960293
.	0.002718	0.014778	0.005933	0.000402	0.001414	0.001019	0.063121	0.007162	0.016012	0.005135	0.001450	0.069847	0.046793	0.764214
[SEP]	0.001937	0.004548	0.003663	0.004089	0.004748	0.001604	0.004112	0.003336	0.006855	0.001984	0.001846	0.002497	0.010263	0.948519
