TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.007781	0.019394	0.006683	0.001799	0.003023	0.008718	0.022113	0.005546	0.011631	0.018520	0.010866	0.011282	0.013014	0.859629
A	0.002964	0.151126	0.022869	0.006641	0.014341	0.004654	0.094009	0.023545	0.055863	0.019944	0.007510	0.006333	0.197174	0.393028
person	0.003592	0.045470	0.060199	0.011168	0.016402	0.025730	0.049372	0.019346	0.018013	0.041314	0.010619	0.063356	0.088445	0.546973
on	0.002238	0.044164	0.031838	0.029256	0.019809	0.009569	0.027547	0.049874	0.023230	0.015886	0.012152	0.016359	0.097477	0.620602
a	0.002707	0.110931	0.048432	0.016450	0.023203	0.021844	0.080538	0.060987	0.054154	0.050518	0.032844	0.039443	0.151595	0.306355
horse	0.000636	0.002750	0.021802	0.007644	0.005669	0.041391	0.012996	0.011535	0.008146	0.061066	0.028353	0.258438	0.024503	0.515071
jumps	0.002821	0.070775	0.029666	0.007667	0.009082	0.024124	0.243027	0.030162	0.028688	0.081362	0.013631	0.030459	0.169165	0.259370
over	0.002247	0.018486	0.024228	0.026501	0.014875	0.019766	0.072529	0.116273	0.041523	0.047324	0.015085	0.127117	0.061754	0.412293
a	0.003911	0.150909	0.029341	0.009142	0.030009	0.015291	0.113299	0.069480	0.121430	0.042088	0.024269	0.034246	0.196549	0.160038
broken	0.006277	0.048682	0.031058	0.019651	0.035063	0.052109	0.027153	0.046714	0.058148	0.102567	0.179628	0.141275	0.072053	0.179623
down	0.004785	0.023032	0.018244	0.005745	0.011210	0.028059	0.013668	0.022438	0.028911	0.087324	0.073177	0.099056	0.042090	0.542260
airplane	0.002745	0.017246	0.034899	0.008563	0.011099	0.069160	0.019064	0.019396	0.021260	0.037851	0.025646	0.106890	0.033670	0.592511
.	0.002667	0.058778	0.034235	0.006376	0.010888	0.044092	0.099698	0.016498	0.033820	0.054694	0.024672	0.040961	0.083878	0.488742
[SEP]	0.000822	0.000276	0.000307	0.000227	0.000170	0.000319	0.000464	0.000196	0.000315	0.000390	0.000191	0.000548	0.001540	0.994235
