TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.036128	0.368181	0.037681	0.004104	0.005706	0.004203	0.072543	0.013047	0.018519	0.009580	0.006484	0.007696	0.318040	0.098089
A	0.194455	0.109346	0.022054	0.009322	0.006797	0.000866	0.020093	0.006275	0.004467	0.001613	0.000388	0.001072	0.182945	0.440307
person	0.086521	0.071524	0.019664	0.035193	0.039493	0.008686	0.125141	0.087523	0.027432	0.008273	0.003961	0.011813	0.060183	0.414594
on	0.059503	0.044897	0.082944	0.081361	0.062140	0.098099	0.094704	0.009638	0.004533	0.000175	0.000306	0.002479	0.026462	0.432758
a	0.063877	0.082927	0.185330	0.063718	0.037296	0.028733	0.167058	0.019628	0.007952	0.000445	0.000459	0.007318	0.104644	0.230615
horse	0.018492	0.021693	0.030380	0.141840	0.072444	0.167166	0.073196	0.022620	0.005292	0.000297	0.001267	0.006814	0.024376	0.414123
jumps	0.076150	0.070726	0.097665	0.036195	0.050039	0.020112	0.033049	0.007170	0.015343	0.000492	0.000405	0.007006	0.046715	0.538933
over	0.023851	0.022141	0.017609	0.020847	0.043149	0.040254	0.086056	0.097515	0.023285	0.005866	0.004252	0.034418	0.015748	0.565009
a	0.066253	0.037006	0.066431	0.014590	0.035356	0.011793	0.067976	0.042223	0.061982	0.011400	0.009461	0.080638	0.059596	0.435295
broken	0.009220	0.001281	0.000808	0.000518	0.001125	0.001883	0.000867	0.002455	0.011901	0.014930	0.038134	0.506358	0.002286	0.408234
down	0.013778	0.005207	0.001942	0.001464	0.001918	0.003088	0.002155	0.002250	0.013082	0.005653	0.026447	0.407303	0.004966	0.510746
airplane	0.014764	0.012666	0.012990	0.012488	0.033046	0.014373	0.011076	0.009585	0.020582	0.001405	0.010420	0.113303	0.005995	0.727307
.	0.328294	0.103642	0.032536	0.012881	0.009478	0.001331	0.015279	0.009582	0.013046	0.001422	0.001261	0.001491	0.062800	0.406954
[SEP]	0.036627	0.016837	0.007599	0.013063	0.011043	0.010163	0.007764	0.010641	0.016376	0.007497	0.011006	0.006366	0.029333	0.815686
