TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.597659	0.021123	0.009332	0.011234	0.025191	0.015413	0.011904	0.007503	0.026506	0.014717	0.008881	0.008644	0.054142	0.187749
A	0.852598	0.008498	0.009389	0.012520	0.003990	0.000162	0.000100	0.000110	0.000226	0.000022	0.000011	0.000054	0.016403	0.095918
person	0.226236	0.597877	0.006735	0.018691	0.008920	0.002936	0.001397	0.000019	0.000190	0.000051	0.000129	0.000056	0.005395	0.131369
on	0.233004	0.002461	0.587507	0.012334	0.003168	0.000613	0.054295	0.000049	0.000037	0.000044	0.000079	0.000013	0.002400	0.103998
a	0.348784	0.013981	0.054860	0.399844	0.024853	0.003110	0.016505	0.008084	0.001312	0.000147	0.000073	0.000551	0.007639	0.120257
horse	0.267017	0.003045	0.002221	0.092986	0.390765	0.012714	0.024499	0.010607	0.009827	0.004425	0.000042	0.000044	0.011764	0.170043
jumps	0.719484	0.001078	0.001537	0.009877	0.014940	0.003777	0.014897	0.020424	0.014408	0.000217	0.010521	0.000016	0.013175	0.175649
over	0.205536	0.000117	0.003321	0.004342	0.005350	0.001271	0.396212	0.022334	0.019362	0.059350	0.000073	0.000501	0.003056	0.279172
a	0.410394	0.000341	0.001700	0.005062	0.006028	0.001446	0.022575	0.255988	0.093577	0.010197	0.000875	0.008688	0.030485	0.152645
broken	0.269570	0.000260	0.000203	0.000472	0.003819	0.001422	0.005218	0.011253	0.327863	0.000530	0.246640	0.002719	0.039768	0.090264
down	0.034804	0.000122	0.000091	0.000022	0.000553	0.000035	0.005911	0.002810	0.046426	0.759177	0.000190	0.000223	0.017960	0.131675
airplane	0.553055	0.000587	0.000186	0.000303	0.000323	0.000141	0.002059	0.001005	0.018931	0.002194	0.032983	0.003130	0.058649	0.326455
.	0.364067	0.004255	0.002415	0.001886	0.004885	0.000815	0.004468	0.011193	0.056463	0.012798	0.007760	0.148919	0.168496	0.211581
[SEP]	0.777170	0.003860	0.003517	0.011991	0.011153	0.003643	0.002233	0.007835	0.015273	0.004193	0.005342	0.001258	0.057880	0.094650
