TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.421509	0.008305	0.013148	0.004960	0.008162	0.016568	0.013242	0.008565	0.010306	0.008956	0.003984	0.029655	0.049428	0.403211
A	0.047671	0.032277	0.214205	0.031668	0.031219	0.155846	0.089567	0.031120	0.019295	0.055467	0.021693	0.158326	0.025955	0.085693
person	0.047133	0.030267	0.023593	0.053163	0.017751	0.157477	0.086235	0.057119	0.013127	0.102718	0.118839	0.203557	0.018136	0.070886
on	0.030977	0.015502	0.040554	0.004088	0.014031	0.350962	0.109177	0.038010	0.020576	0.110073	0.060619	0.114768	0.016658	0.074006
a	0.167037	0.046093	0.096110	0.017155	0.020061	0.070170	0.029647	0.015811	0.020532	0.030314	0.042778	0.079241	0.095128	0.269922
horse	0.138578	0.008067	0.023200	0.023529	0.009497	0.014022	0.089275	0.016668	0.007632	0.035811	0.016352	0.018217	0.051045	0.548108
jumps	0.060297	0.005805	0.026097	0.003381	0.005763	0.396074	0.004016	0.044923	0.007098	0.024600	0.021285	0.320827	0.025521	0.054312
over	0.059267	0.024265	0.076016	0.006747	0.019270	0.123794	0.165165	0.003024	0.041847	0.187610	0.017722	0.073766	0.034354	0.167153
a	0.165735	0.050180	0.053972	0.013232	0.022884	0.041999	0.029516	0.015287	0.034707	0.046810	0.068852	0.092900	0.145094	0.218833
broken	0.161593	0.041472	0.040393	0.009429	0.017312	0.063063	0.048067	0.047799	0.052224	0.036070	0.136859	0.159257	0.039124	0.147337
down	0.076335	0.028015	0.045223	0.009095	0.020517	0.116454	0.093601	0.025633	0.076283	0.310929	0.006668	0.070220	0.035326	0.085702
airplane	0.221949	0.036307	0.027967	0.014249	0.023511	0.015129	0.075557	0.016281	0.037689	0.070650	0.026154	0.096954	0.069168	0.268436
.	0.271554	0.053407	0.034560	0.008821	0.014031	0.004168	0.012507	0.006898	0.022101	0.007191	0.008144	0.018595	0.097916	0.440105
[SEP]	0.603578	0.000464	0.000268	0.000403	0.000844	0.000507	0.000446	0.000319	0.001495	0.000214	0.000284	0.000814	0.144488	0.245876
