TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.041110	0.009828	0.004392	0.000889	0.000469	0.001866	0.001926	0.000916	0.000579	0.001522	0.001493	0.003596	0.010376	0.921038
A	0.001437	0.020571	0.016939	0.001805	0.000704	0.009138	0.011402	0.003197	0.001520	0.003717	0.001235	0.008407	0.006728	0.913201
person	0.002121	0.044919	0.018810	0.009152	0.006920	0.181893	0.029969	0.004650	0.004311	0.025005	0.002702	0.016086	0.007671	0.645793
on	0.001865	0.024982	0.011425	0.009243	0.023243	0.622021	0.023283	0.004907	0.003499	0.009483	0.001591	0.006335	0.004168	0.253954
a	0.002340	0.006843	0.016902	0.016214	0.009098	0.356654	0.018343	0.008488	0.002717	0.009385	0.002152	0.016657	0.012230	0.521976
horse	0.000874	0.003011	0.014023	0.008370	0.002914	0.052974	0.005731	0.002325	0.000450	0.003449	0.000512	0.005532	0.003158	0.896676
jumps	0.001218	0.009699	0.005436	0.000861	0.000379	0.004313	0.005212	0.004550	0.001479	0.003306	0.001411	0.006045	0.005583	0.950508
over	0.000916	0.002889	0.007638	0.001274	0.000422	0.003264	0.043737	0.015178	0.007114	0.045611	0.006273	0.054943	0.005505	0.805237
a	0.001255	0.001116	0.005381	0.001079	0.000502	0.008253	0.037800	0.046270	0.027861	0.203426	0.065249	0.233617	0.009971	0.358221
broken	0.001470	0.003405	0.001660	0.000404	0.000265	0.000877	0.007308	0.008536	0.005269	0.160267	0.049513	0.019397	0.007126	0.734503
down	0.000736	0.001269	0.002621	0.000447	0.000081	0.000508	0.022865	0.036212	0.006065	0.456291	0.005641	0.064442	0.002719	0.400103
airplane	0.000568	0.000490	0.001812	0.000559	0.000100	0.003829	0.012056	0.011094	0.004324	0.198255	0.041554	0.078147	0.003750	0.643463
.	0.004956	0.011777	0.006049	0.001398	0.001078	0.002000	0.005401	0.003296	0.003413	0.004651	0.004170	0.006129	0.022265	0.923415
[SEP]	0.003793	0.002870	0.002037	0.000810	0.000564	0.001148	0.002219	0.000939	0.001205	0.000662	0.000543	0.002431	0.006776	0.974003
