TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.174521	0.092708	0.008155	0.004219	0.001291	0.001249	0.009108	0.005577	0.015102	0.002281	0.003405	0.001462	0.008090	0.672831
A	0.003916	0.040517	0.095709	0.227785	0.087199	0.005470	0.097484	0.027689	0.118789	0.010997	0.006058	0.001470	0.045094	0.231824
person	0.003302	0.006773	0.022203	0.082730	0.066674	0.011259	0.021039	0.005066	0.014842	0.005957	0.001193	0.000461	0.024724	0.733778
on	0.002210	0.002881	0.021700	0.035692	0.074268	0.033845	0.010787	0.002844	0.005796	0.001513	0.000375	0.000705	0.007214	0.800170
a	0.005745	0.004312	0.016643	0.033751	0.024416	0.028860	0.025057	0.003958	0.004652	0.004236	0.001380	0.001755	0.021213	0.824023
horse	0.002180	0.001107	0.003829	0.002775	0.003462	0.009322	0.002272	0.000939	0.001364	0.001789	0.000436	0.000721	0.005046	0.964756
jumps	0.005069	0.032332	0.025616	0.013584	0.005322	0.002009	0.023248	0.082853	0.034020	0.003117	0.003208	0.003388	0.049483	0.716749
over	0.003267	0.006281	0.005221	0.000990	0.000669	0.001168	0.005068	0.011928	0.027882	0.021510	0.008717	0.029452	0.037795	0.840053
a	0.007657	0.015463	0.005870	0.001429	0.000943	0.000951	0.010928	0.011157	0.036299	0.088946	0.089473	0.038611	0.052892	0.639381
broken	0.001977	0.001761	0.001562	0.000099	0.000086	0.000140	0.000486	0.000795	0.003456	0.008360	0.042772	0.014070	0.023667	0.900771
down	0.003068	0.001550	0.001541	0.000117	0.000091	0.000275	0.001075	0.000569	0.001406	0.022541	0.026177	0.031172	0.016069	0.894350
airplane	0.002787	0.001809	0.001253	0.000435	0.000212	0.000459	0.002016	0.000747	0.001696	0.015306	0.017591	0.009534	0.017317	0.928839
.	0.156142	0.236882	0.040172	0.018098	0.008613	0.003922	0.044902	0.022925	0.040395	0.008417	0.007077	0.004124	0.022077	0.386252
[SEP]	0.011516	0.005580	0.001268	0.000657	0.000586	0.000794	0.002055	0.001192	0.002074	0.000682	0.000888	0.001841	0.004244	0.966623
