TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.374873	0.012601	0.045555	0.002205	0.012432	0.022421	0.012026	0.007469	0.024745	0.013449	0.002560	0.040009	0.034844	0.394811
A	0.014500	0.169694	0.095397	0.021895	0.079529	0.005874	0.044797	0.005444	0.053202	0.002535	0.001053	0.002855	0.208874	0.294352
person	0.015948	0.145975	0.184259	0.010260	0.052013	0.025261	0.063949	0.004300	0.051995	0.007100	0.002810	0.017078	0.134416	0.284636
on	0.012158	0.024086	0.052116	0.150110	0.037281	0.063398	0.116744	0.124306	0.023185	0.010822	0.016367	0.030932	0.066472	0.272024
a	0.007912	0.067754	0.049977	0.015107	0.143776	0.017531	0.063321	0.013631	0.239498	0.017973	0.003474	0.024825	0.134276	0.200945
horse	0.006972	0.037049	0.050580	0.007393	0.029957	0.038839	0.035228	0.005740	0.044571	0.028830	0.012646	0.076599	0.048854	0.576742
jumps	0.017694	0.074515	0.112383	0.006198	0.008660	0.003100	0.069854	0.017314	0.031519	0.027451	0.004294	0.025569	0.276029	0.325419
over	0.019757	0.013666	0.022734	0.024918	0.008737	0.009088	0.087213	0.199436	0.057099	0.014042	0.029257	0.051819	0.136710	0.325525
a	0.006242	0.044125	0.027135	0.006115	0.041664	0.003149	0.027252	0.036618	0.435608	0.012335	0.005432	0.089599	0.167064	0.097659
broken	0.016298	0.052774	0.046644	0.031487	0.035962	0.020670	0.084594	0.028658	0.070881	0.031952	0.076147	0.120235	0.051831	0.331868
down	0.013752	0.021539	0.011822	0.009781	0.017998	0.028470	0.014097	0.041507	0.052339	0.109940	0.211756	0.132271	0.045671	0.289059
airplane	0.007286	0.014910	0.052750	0.003923	0.012385	0.099474	0.006683	0.006941	0.041231	0.017598	0.030850	0.127596	0.056317	0.522056
.	0.029262	0.055101	0.029749	0.019637	0.029497	0.027373	0.096871	0.028506	0.041946	0.010363	0.005092	0.079987	0.106160	0.440456
[SEP]	0.021882	0.004068	0.004908	0.001107	0.000756	0.001924	0.004343	0.002079	0.001716	0.002566	0.001201	0.002770	0.029062	0.921619
