TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.136795	0.015729	0.022703	0.018743	0.015800	0.021387	0.044203	0.019116	0.014444	0.042204	0.025350	0.016881	0.046406	0.560240
A	0.072051	0.101565	0.039525	0.019652	0.181053	0.045060	0.117448	0.024478	0.147415	0.042102	0.043218	0.016578	0.097766	0.052089
person	0.226167	0.178271	0.062324	0.033506	0.123891	0.101583	0.041906	0.010204	0.054600	0.018380	0.008958	0.011177	0.077472	0.051560
on	0.041297	0.087451	0.025518	0.015239	0.045628	0.047678	0.075095	0.092666	0.048295	0.060920	0.052129	0.025136	0.018862	0.364086
a	0.071238	0.110083	0.055252	0.015218	0.087858	0.042187	0.127863	0.049325	0.098442	0.118621	0.051899	0.027466	0.035213	0.109336
horse	0.054550	0.025402	0.113807	0.048760	0.012370	0.029844	0.143501	0.067831	0.009919	0.021146	0.067286	0.036568	0.036641	0.332375
jumps	0.024979	0.019509	0.035009	0.027770	0.016731	0.032362	0.168666	0.121801	0.016881	0.292984	0.092582	0.021739	0.021088	0.107899
over	0.030210	0.021359	0.027557	0.107156	0.025005	0.051583	0.075714	0.035612	0.033081	0.289660	0.136180	0.038345	0.017718	0.110819
a	0.038908	0.090796	0.036204	0.017514	0.096107	0.037209	0.151846	0.076419	0.089551	0.171268	0.048426	0.020572	0.031493	0.093688
broken	0.049638	0.075903	0.116662	0.029022	0.069127	0.091169	0.090893	0.051187	0.032217	0.010754	0.028602	0.040786	0.056969	0.257071
down	0.028046	0.014745	0.019946	0.060490	0.013796	0.049098	0.045143	0.089560	0.009942	0.155939	0.032576	0.089220	0.012176	0.379322
airplane	0.102623	0.014592	0.094493	0.154128	0.019960	0.129869	0.044625	0.050838	0.013738	0.021846	0.150656	0.032136	0.044998	0.125498
.	0.103944	0.149571	0.014880	0.014145	0.044384	0.017113	0.031829	0.025461	0.028600	0.029152	0.011599	0.019517	0.059286	0.450519
[SEP]	0.009195	0.002286	0.001816	0.000260	0.001417	0.002219	0.000580	0.000360	0.000670	0.000347	0.000936	0.001350	0.001405	0.977158
