TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.010517	0.027909	0.007847	0.007886	0.005535	0.009073	0.088444	0.010024	0.006504	0.009796	0.006383	0.044209	0.020617	0.745257
A	0.018676	0.033419	0.007179	0.007060	0.002208	0.000175	0.000285	0.000407	0.002098	0.000386	0.000301	0.000369	0.103144	0.824296
person	0.041755	0.322319	0.026177	0.107215	0.013705	0.001173	0.002124	0.000753	0.000398	0.000840	0.000128	0.002054	0.008819	0.472542
on	0.003634	0.128665	0.285608	0.036518	0.014334	0.007404	0.066427	0.000651	0.000063	0.000073	0.000041	0.000573	0.008228	0.447781
a	0.007729	0.093999	0.215737	0.147715	0.033082	0.003624	0.005254	0.000422	0.000199	0.000096	0.000013	0.000145	0.006666	0.485317
horse	0.004655	0.003097	0.022844	0.337260	0.039272	0.004842	0.002665	0.000789	0.000169	0.000249	0.000008	0.000077	0.001378	0.582695
jumps	0.009006	0.005282	0.004911	0.043081	0.012392	0.003363	0.018372	0.005069	0.001187	0.000292	0.000035	0.000059	0.005806	0.891146
over	0.000337	0.000255	0.000864	0.000661	0.000642	0.003424	0.933883	0.003729	0.000825	0.001801	0.000051	0.000191	0.000213	0.053123
a	0.011628	0.012411	0.028386	0.003536	0.007640	0.003867	0.039543	0.044357	0.043305	0.029534	0.000885	0.003148	0.006513	0.765247
broken	0.019881	0.000116	0.001204	0.000661	0.000058	0.000512	0.002133	0.017584	0.005399	0.010512	0.001378	0.003502	0.006842	0.930217
down	0.015236	0.000543	0.000719	0.000102	0.000426	0.001114	0.005032	0.021320	0.056340	0.506399	0.003337	0.006935	0.018141	0.364356
airplane	0.003503	0.001081	0.000177	0.000846	0.001326	0.000262	0.000475	0.021941	0.080633	0.050090	0.014889	0.003572	0.011762	0.809444
.	0.014205	0.013446	0.008179	0.000687	0.002071	0.001285	0.008881	0.025196	0.019062	0.011614	0.013950	0.085612	0.084491	0.711321
[SEP]	0.018311	0.005195	0.004727	0.004919	0.004049	0.000861	0.003396	0.002478	0.005518	0.002042	0.001303	0.001398	0.035457	0.910347
