TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.019457	0.064753	0.044065	0.060782	0.049123	0.068528	0.059200	0.038024	0.063741	0.025476	0.044802	0.073480	0.063710	0.324860
A	0.064467	0.051039	0.032208	0.044541	0.059735	0.170294	0.050197	0.022373	0.060152	0.033056	0.021602	0.041778	0.038312	0.310246
person	0.074915	0.045442	0.024902	0.026195	0.054606	0.051936	0.029655	0.020647	0.061556	0.025928	0.017299	0.012469	0.041791	0.512659
on	0.061689	0.071777	0.037632	0.053011	0.139770	0.055885	0.027640	0.016519	0.096602	0.025479	0.013686	0.006662	0.034517	0.359132
a	0.053885	0.031802	0.038780	0.049296	0.068268	0.086652	0.034088	0.032822	0.071505	0.042323	0.026955	0.024861	0.019314	0.419450
horse	0.030898	0.047344	0.036515	0.021585	0.038340	0.017317	0.028787	0.023651	0.037907	0.021381	0.024245	0.007622	0.034575	0.629834
jumps	0.069136	0.030352	0.027727	0.030311	0.053083	0.089636	0.013301	0.040083	0.045875	0.032137	0.012771	0.016585	0.027796	0.511208
over	0.030509	0.048411	0.046169	0.035292	0.038302	0.028085	0.025145	0.053637	0.057728	0.036789	0.025021	0.018213	0.033144	0.523554
a	0.054372	0.035851	0.034723	0.031282	0.053410	0.064455	0.021924	0.050045	0.093262	0.058702	0.037134	0.027107	0.024341	0.413392
broken	0.021860	0.031425	0.037482	0.011664	0.036899	0.027990	0.029786	0.040029	0.049783	0.057786	0.041132	0.035113	0.027241	0.551810
down	0.025467	0.033736	0.047277	0.011523	0.029062	0.023238	0.017942	0.054806	0.049504	0.065152	0.036948	0.031844	0.020322	0.553178
airplane	0.020439	0.053333	0.032910	0.005798	0.016675	0.011456	0.013303	0.027485	0.035450	0.020955	0.014876	0.017351	0.025522	0.704449
.	0.126080	0.065360	0.041805	0.038477	0.043855	0.075454	0.034358	0.044107	0.065066	0.023547	0.011042	0.034291	0.024433	0.372125
[SEP]	0.080880	0.068381	0.072728	0.079979	0.060722	0.079098	0.078234	0.075954	0.071212	0.068202	0.065814	0.083074	0.070739	0.044981
