TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.633483	0.043269	0.014337	0.022299	0.045267	0.017385	0.019518	0.014914	0.032822	0.013121	0.013322	0.013439	0.044110	0.072714
A	0.218070	0.028231	0.732117	0.005484	0.003728	0.002524	0.003348	0.000005	0.000025	0.000489	0.000041	0.000038	0.000174	0.005727
person	0.683443	0.034655	0.005302	0.052799	0.193518	0.000585	0.016844	0.000342	0.009303	0.000024	0.000019	0.000556	0.000942	0.001669
on	0.387317	0.016180	0.000282	0.004482	0.499581	0.083688	0.001294	0.000969	0.003734	0.000087	0.000013	0.000234	0.001010	0.001127
a	0.527252	0.017558	0.011739	0.003555	0.035627	0.337583	0.031541	0.000245	0.004223	0.024259	0.000254	0.000007	0.001331	0.004826
horse	0.916548	0.006830	0.000190	0.000526	0.016270	0.002641	0.033416	0.003341	0.010199	0.000247	0.001204	0.000007	0.000051	0.008529
jumps	0.453377	0.000028	0.000060	0.015273	0.005757	0.001417	0.004183	0.505363	0.008956	0.000066	0.004432	0.000161	0.000635	0.000293
over	0.451327	0.000122	0.000005	0.001738	0.007997	0.020740	0.000363	0.022291	0.450207	0.017060	0.008120	0.000167	0.014206	0.005657
a	0.347541	0.000631	0.000524	0.000007	0.000557	0.007245	0.005496	0.000299	0.035348	0.523191	0.015958	0.001437	0.014081	0.047686
broken	0.024875	0.000010	0.000020	0.000001	0.000006	0.000056	0.000028	0.000087	0.000810	0.000030	0.969341	0.000018	0.001158	0.003559
down	0.727558	0.000115	0.000044	0.008701	0.000642	0.000011	0.000012	0.000572	0.038597	0.028340	0.005949	0.012360	0.078195	0.098904
airplane	0.803552	0.000681	0.000007	0.000006	0.000542	0.000027	0.000085	0.000012	0.013069	0.002468	0.001805	0.015808	0.056990	0.104949
.	0.318419	0.004140	0.000132	0.000014	0.000071	0.000157	0.000337	0.000009	0.000620	0.000841	0.002086	0.002373	0.014480	0.656322
[SEP]	0.934771	0.000429	0.000510	0.000033	0.000033	0.000023	0.000089	0.000019	0.000023	0.000095	0.000464	0.000728	0.003936	0.058847
