TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.000005	0.000094	0.000003	0.000385	0.000323	0.000000	0.000007	0.000059	0.000308	0.000009	0.000020	0.000001	0.000001	0.998784
A	0.205814	0.008734	0.117730	0.036730	0.019304	0.034161	0.037270	0.035911	0.018569	0.061121	0.055811	0.073623	0.230888	0.064334
person	0.018189	0.009351	0.072946	0.024489	0.009064	0.089170	0.206261	0.013860	0.011081	0.105845	0.082010	0.319677	0.019869	0.018187
on	0.095293	0.052727	0.102726	0.035670	0.034461	0.014674	0.012418	0.058647	0.031315	0.033619	0.121864	0.011443	0.382149	0.012994
a	0.046322	0.017285	0.018730	0.025019	0.011043	0.006455	0.007916	0.019717	0.010766	0.031050	0.043795	0.009611	0.740418	0.011873
horse	0.032800	0.005405	0.060229	0.007298	0.006700	0.201676	0.450186	0.015270	0.007417	0.054067	0.021910	0.126849	0.006949	0.003245
jumps	0.005057	0.007553	0.103133	0.021765	0.009044	0.248038	0.117661	0.014236	0.009540	0.027756	0.026437	0.403503	0.002804	0.003475
over	0.087088	0.048257	0.192397	0.050602	0.040372	0.068684	0.037704	0.025140	0.041088	0.114098	0.109551	0.118370	0.048458	0.018191
a	0.032811	0.020601	0.019964	0.027972	0.013210	0.009962	0.009519	0.022896	0.012788	0.036856	0.049584	0.013690	0.719868	0.010279
broken	0.010988	0.007788	0.150540	0.020841	0.010177	0.157382	0.221771	0.033879	0.010846	0.018144	0.058575	0.286472	0.008783	0.003812
down	0.020450	0.033446	0.298124	0.062842	0.038371	0.148144	0.062467	0.037824	0.037878	0.071264	0.026864	0.136165	0.021988	0.004173
airplane	0.015706	0.013249	0.047485	0.037516	0.006699	0.064248	0.329819	0.036412	0.007669	0.132728	0.041369	0.229616	0.018092	0.019394
.	0.018364	0.008689	0.008738	0.008976	0.006039	0.002503	0.001182	0.007136	0.005082	0.012510	0.007833	0.001362	0.910475	0.001112
[SEP]	0.105027	0.066643	0.030353	0.068631	0.208678	0.007275	0.006589	0.142230	0.183400	0.016581	0.063782	0.007775	0.053484	0.039553
