TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.135104	0.088823	0.054159	0.020547	0.016084	0.011640	0.049388	0.047536	0.082788	0.051917	0.050497	0.041281	0.091608	0.258629
A	0.069974	0.012732	0.008781	0.001786	0.001884	0.003341	0.009657	0.010522	0.007259	0.007835	0.001753	0.000456	0.050884	0.813136
person	0.187604	0.010478	0.009039	0.002450	0.001487	0.012074	0.008097	0.007318	0.005053	0.013318	0.002967	0.002995	0.022324	0.714793
on	0.192405	0.011322	0.028028	0.004115	0.002446	0.012665	0.014985	0.042766	0.010547	0.052084	0.007108	0.010460	0.027155	0.583914
a	0.095528	0.008341	0.009847	0.001299	0.000830	0.003606	0.007579	0.009101	0.006360	0.025368	0.003981	0.002811	0.031164	0.794184
horse	0.085474	0.005386	0.046402	0.010673	0.002788	0.004479	0.019240	0.071631	0.006237	0.036626	0.016019	0.180318	0.019351	0.495377
jumps	0.069816	0.011474	0.008942	0.003302	0.001741	0.006080	0.008205	0.012893	0.004123	0.023785	0.002173	0.000630	0.032475	0.814360
over	0.171302	0.038442	0.034634	0.031814	0.010697	0.038874	0.030535	0.013112	0.018465	0.020500	0.003074	0.014534	0.033405	0.540611
a	0.111888	0.015437	0.016524	0.004971	0.003408	0.004177	0.012942	0.009365	0.005555	0.008073	0.002975	0.001560	0.042017	0.761111
broken	0.117810	0.020122	0.047567	0.023943	0.013203	0.027484	0.042396	0.021505	0.015828	0.001878	0.003563	0.017056	0.016613	0.631032
down	0.190590	0.009089	0.034248	0.017446	0.005831	0.037871	0.014824	0.009073	0.009256	0.009561	0.001156	0.015299	0.016604	0.629152
airplane	0.141465	0.003599	0.021041	0.017242	0.002021	0.063582	0.005204	0.017531	0.002952	0.005623	0.005493	0.002695	0.009510	0.702043
.	0.144364	0.053474	0.019899	0.001694	0.007663	0.001511	0.010695	0.009276	0.034084	0.010469	0.004677	0.000922	0.174114	0.527158
[SEP]	0.246855	0.074198	0.060860	0.040482	0.055432	0.031288	0.044150	0.045467	0.061452	0.028291	0.031909	0.030624	0.204053	0.044940
