TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.137411	0.162743	0.012235	0.001651	0.004440	0.000739	0.005382	0.002306	0.010036	0.003834	0.002434	0.000772	0.306903	0.349114
A	0.160254	0.153846	0.025809	0.002697	0.002966	0.002426	0.005133	0.003331	0.003653	0.003140	0.011714	0.000673	0.533776	0.090583
person	0.099892	0.183750	0.071019	0.026047	0.022537	0.007909	0.023098	0.006390	0.015059	0.010821	0.024602	0.002227	0.128112	0.378538
on	0.020394	0.049342	0.068807	0.027897	0.021374	0.011585	0.009888	0.004125	0.008759	0.015900	0.018660	0.002878	0.054050	0.686340
a	0.077814	0.227664	0.128264	0.032396	0.019163	0.010455	0.013976	0.003707	0.007178	0.014835	0.022494	0.001249	0.325670	0.115135
horse	0.024822	0.066444	0.049637	0.086869	0.041334	0.024658	0.014743	0.009233	0.013450	0.006464	0.004595	0.003869	0.046403	0.607479
jumps	0.082683	0.121882	0.047279	0.015991	0.016375	0.020352	0.019058	0.013818	0.013538	0.005551	0.012736	0.002408	0.260274	0.368054
over	0.014573	0.030682	0.046128	0.049908	0.021501	0.114673	0.026677	0.018998	0.009096	0.013578	0.038682	0.006288	0.115057	0.494159
a	0.106925	0.174992	0.064278	0.036204	0.023230	0.041030	0.031239	0.016932	0.015476	0.027889	0.060407	0.005370	0.306689	0.089341
broken	0.080090	0.072057	0.019152	0.011168	0.014945	0.011412	0.018610	0.010031	0.022257	0.048341	0.121946	0.015169	0.076232	0.478591
down	0.088085	0.038996	0.026734	0.016128	0.017627	0.006911	0.006585	0.003145	0.005483	0.036177	0.055668	0.006551	0.045067	0.646843
airplane	0.090280	0.020563	0.020579	0.018908	0.013314	0.035292	0.008414	0.012695	0.011703	0.028153	0.059458	0.037442	0.038313	0.604884
.	0.063098	0.150904	0.024703	0.002372	0.003358	0.001418	0.010664	0.004462	0.006735	0.003286	0.010415	0.000693	0.412448	0.305443
[SEP]	0.056100	0.008829	0.005333	0.006121	0.005220	0.005973	0.005756	0.006342	0.011434	0.004972	0.006601	0.017545	0.011043	0.848730
