TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.973873	0.000768	0.003091	0.002560	0.000242	0.003410	0.000977	0.001471	0.000238	0.002511	0.001735	0.003112	0.005452	0.000561
A	0.068439	0.062527	0.152714	0.089751	0.079349	0.029529	0.061718	0.096292	0.074371	0.022076	0.053948	0.046605	0.041080	0.121601
person	0.020609	0.017804	0.091181	0.028539	0.023573	0.058599	0.182471	0.058535	0.024616	0.102533	0.053560	0.135034	0.005836	0.197109
on	0.028358	0.027843	0.134515	0.020985	0.062826	0.040755	0.178521	0.067290	0.057019	0.101757	0.097912	0.074483	0.020464	0.087272
a	0.031770	0.047932	0.314533	0.041625	0.070669	0.045289	0.087273	0.070735	0.072425	0.027581	0.048458	0.052157	0.025348	0.064203
horse	0.019558	0.008461	0.045279	0.031311	0.013762	0.086625	0.164883	0.066569	0.013590	0.148880	0.047028	0.299740	0.003558	0.050754
jumps	0.083395	0.037697	0.088309	0.010187	0.046025	0.196691	0.116692	0.018767	0.046545	0.165761	0.039252	0.087471	0.006145	0.057062
over	0.041140	0.021282	0.188665	0.016320	0.043325	0.083958	0.215268	0.025752	0.043624	0.144658	0.057553	0.066280	0.007392	0.044781
a	0.031662	0.040575	0.351067	0.033170	0.066840	0.043786	0.078542	0.065584	0.070506	0.027554	0.042710	0.053542	0.021699	0.072762
broken	0.015791	0.008151	0.047973	0.009219	0.009742	0.231785	0.186385	0.043481	0.010430	0.058233	0.034054	0.309664	0.004707	0.030386
down	0.023367	0.004464	0.019267	0.008229	0.011233	0.113289	0.231937	0.013437	0.012799	0.387595	0.009878	0.120294	0.002614	0.041597
airplane	0.025355	0.008288	0.051701	0.074783	0.023719	0.043276	0.139827	0.092136	0.028728	0.165184	0.141425	0.060171	0.004566	0.140841
.	0.009656	0.039856	0.036655	0.053627	0.056971	0.017259	0.011474	0.043520	0.062453	0.013471	0.070235	0.017204	0.532782	0.034836
[SEP]	0.161550	0.020586	0.013003	0.023271	0.014508	0.026867	0.006534	0.029930	0.016743	0.009281	0.059354	0.010680	0.586841	0.020852
