TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.018284	0.015158	0.004889	0.001536	0.002356	0.003795	0.036142	0.004241	0.005465	0.004904	0.001354	0.002392	0.009852	0.889631
A	0.006942	0.125597	0.019479	0.008138	0.007963	0.004364	0.013878	0.006999	0.015203	0.004565	0.004136	0.003271	0.032872	0.746593
person	0.002620	0.007351	0.034384	0.012761	0.002739	0.008880	0.009512	0.002021	0.002071	0.009133	0.005410	0.003209	0.003887	0.896022
on	0.000298	0.000549	0.002152	0.098597	0.002028	0.000798	0.005001	0.001396	0.000927	0.002138	0.000535	0.000124	0.001411	0.884045
a	0.002289	0.008348	0.005969	0.009615	0.020370	0.004668	0.004320	0.002065	0.006061	0.003082	0.003021	0.000639	0.006264	0.923289
horse	0.000405	0.000229	0.000759	0.001053	0.000419	0.004683	0.000709	0.000171	0.000112	0.000501	0.000783	0.000429	0.000240	0.989508
jumps	0.005492	0.004250	0.002114	0.001811	0.001364	0.000940	0.039651	0.004910	0.004425	0.001153	0.000586	0.001793	0.009668	0.921843
over	0.000618	0.001091	0.001426	0.002295	0.000701	0.000435	0.006821	0.015554	0.003092	0.000462	0.000834	0.000853	0.001834	0.963982
a	0.004307	0.031405	0.011229	0.010735	0.014077	0.003096	0.027869	0.028069	0.121067	0.007186	0.011340	0.007033	0.030832	0.691752
broken	0.000390	0.001294	0.001981	0.001035	0.001460	0.001333	0.002239	0.002805	0.007433	0.055272	0.005412	0.001405	0.000550	0.917393
down	0.000378	0.001728	0.002130	0.000630	0.001915	0.001686	0.001914	0.003179	0.005397	0.004049	0.064024	0.006226	0.000724	0.906020
airplane	0.000219	0.000279	0.000525	0.000249	0.000281	0.000319	0.002120	0.000803	0.001071	0.000613	0.001754	0.006651	0.000482	0.984633
.	0.015316	0.012773	0.009138	0.001540	0.001477	0.004105	0.012863	0.003160	0.002660	0.001589	0.002105	0.003668	0.246174	0.683432
[SEP]	0.002879	0.005727	0.004627	0.000399	0.000645	0.001032	0.003735	0.000972	0.001853	0.003708	0.002703	0.002155	0.007904	0.961662
