TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.052834	0.026646	0.022389	0.004251	0.023632	0.013183	0.019474	0.003291	0.008211	0.010425	0.001879	0.008752	0.051214	0.753819
A	0.020553	0.067323	0.237459	0.040412	0.062499	0.027030	0.025517	0.018152	0.032401	0.079782	0.009046	0.037265	0.102179	0.240382
person	0.027596	0.174751	0.065546	0.062141	0.134827	0.054345	0.031039	0.025188	0.031116	0.073014	0.027599	0.020224	0.069774	0.202838
on	0.004846	0.053735	0.140593	0.017258	0.043855	0.382576	0.032145	0.019866	0.011924	0.006124	0.008050	0.003815	0.073168	0.202044
a	0.017476	0.041191	0.189415	0.053144	0.048947	0.039599	0.066479	0.029892	0.039064	0.190450	0.011714	0.016288	0.066686	0.189656
horse	0.014347	0.020447	0.022868	0.035877	0.024389	0.140055	0.153531	0.065812	0.023165	0.084763	0.026308	0.011317	0.036962	0.340159
jumps	0.005831	0.003813	0.035156	0.009124	0.005747	0.101682	0.115689	0.043198	0.006413	0.071362	0.009542	0.022575	0.020025	0.549842
over	0.005170	0.005268	0.043912	0.009282	0.014462	0.093555	0.664688	0.008776	0.027479	0.028665	0.004905	0.010875	0.017794	0.065168
a	0.005623	0.008422	0.076402	0.018303	0.010662	0.023145	0.086196	0.068644	0.029079	0.532270	0.018163	0.019841	0.018451	0.084799
broken	0.013844	0.010060	0.010716	0.007391	0.010309	0.021279	0.081782	0.053551	0.038656	0.234589	0.025875	0.032024	0.017212	0.442711
down	0.016163	0.003171	0.014752	0.038887	0.005845	0.038822	0.059717	0.041922	0.013040	0.352858	0.021574	0.039102	0.050569	0.303579
airplane	0.008951	0.015996	0.015919	0.024631	0.013833	0.020047	0.098783	0.071865	0.018965	0.201961	0.146953	0.056373	0.018295	0.287427
.	0.018366	0.039178	0.077559	0.005690	0.030254	0.021830	0.050402	0.008201	0.026132	0.016512	0.002591	0.029067	0.037346	0.636874
[SEP]	0.001826	0.002451	0.004147	0.000435	0.001040	0.005507	0.001289	0.000748	0.000645	0.000640	0.000392	0.001887	0.003533	0.975460
