TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.638611	0.011013	0.002996	0.006465	0.040358	0.001075	0.000684	0.002113	0.029382	0.001425	0.001682	0.001408	0.097597	0.165192
A	0.346550	0.035994	0.022324	0.028453	0.064625	0.003053	0.008583	0.011026	0.051760	0.005081	0.007091	0.003863	0.113560	0.298038
person	0.302294	0.141775	0.044039	0.047070	0.093119	0.009163	0.022169	0.028498	0.077508	0.027303	0.018559	0.001295	0.052787	0.134420
on	0.382187	0.059133	0.085252	0.008588	0.036913	0.040257	0.098698	0.013580	0.031753	0.045708	0.033546	0.013687	0.016105	0.134593
a	0.539125	0.038636	0.012782	0.020916	0.048427	0.002694	0.005499	0.006153	0.046396	0.004658	0.006122	0.001619	0.063101	0.203873
horse	0.068802	0.041547	0.472468	0.026115	0.018810	0.031300	0.052572	0.020240	0.015392	0.194461	0.012021	0.006309	0.011363	0.028599
jumps	0.320520	0.050291	0.146557	0.030656	0.028694	0.075944	0.028804	0.015459	0.026182	0.098704	0.090208	0.014457	0.021267	0.052258
over	0.240409	0.015417	0.042909	0.033465	0.008624	0.046885	0.176219	0.007710	0.011040	0.139498	0.115803	0.054327	0.006007	0.101686
a	0.535406	0.034041	0.011853	0.015494	0.040825	0.002566	0.005664	0.005473	0.048701	0.005522	0.005534	0.002160	0.069048	0.217713
broken	0.629167	0.050842	0.045822	0.009067	0.019288	0.004233	0.021110	0.016695	0.028076	0.056361	0.018272	0.012771	0.022235	0.066061
down	0.080389	0.009644	0.035679	0.073913	0.012680	0.036401	0.264222	0.045041	0.018031	0.238748	0.010010	0.072776	0.008023	0.094444
airplane	0.079457	0.052542	0.224827	0.023211	0.041126	0.013769	0.069482	0.028711	0.052054	0.195238	0.099962	0.044363	0.035611	0.039646
.	0.096905	0.035230	0.002235	0.012429	0.124337	0.001192	0.000316	0.002525	0.155384	0.001147	0.002640	0.001013	0.379394	0.185253
[SEP]	0.410451	0.010577	0.001171	0.010580	0.053915	0.000432	0.000262	0.001120	0.052724	0.000595	0.001030	0.000959	0.354885	0.101297
