TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.016388	0.240010	0.077513	0.059163	0.076512	0.134776	0.189606	0.014609	0.028576	0.013560	0.010646	0.023763	0.092196	0.022682
A	0.034692	0.331494	0.063313	0.018946	0.028548	0.019996	0.202660	0.013661	0.072372	0.022703	0.006506	0.034760	0.098144	0.052205
person	0.052578	0.144333	0.042533	0.042828	0.040226	0.018790	0.216281	0.029890	0.097456	0.047549	0.012596	0.030599	0.067038	0.157303
on	0.006682	0.064217	0.052688	0.051693	0.070581	0.026830	0.044337	0.048665	0.153717	0.019554	0.010456	0.056344	0.027541	0.366693
a	0.017163	0.186022	0.111239	0.044508	0.071857	0.021556	0.160805	0.043222	0.144913	0.028085	0.012452	0.054027	0.078029	0.026122
horse	0.027652	0.105045	0.021204	0.074298	0.081357	0.082497	0.043073	0.017740	0.084862	0.013678	0.007900	0.012506	0.025586	0.402601
jumps	0.018125	0.122573	0.073790	0.044691	0.041196	0.030005	0.080280	0.041647	0.108157	0.036840	0.015099	0.079854	0.055860	0.251883
over	0.003128	0.022876	0.047884	0.030139	0.018151	0.005669	0.039942	0.035252	0.068003	0.072406	0.025849	0.095377	0.007355	0.527970
a	0.006044	0.147611	0.193226	0.036017	0.050299	0.006089	0.149245	0.032020	0.137209	0.065674	0.026759	0.058856	0.040874	0.050077
broken	0.003366	0.023213	0.113769	0.046222	0.015232	0.007714	0.014410	0.019069	0.048260	0.108391	0.073904	0.075875	0.007063	0.443512
down	0.006770	0.011310	0.076930	0.044882	0.013343	0.006096	0.014816	0.020061	0.021805	0.139141	0.120247	0.090303	0.005297	0.428999
airplane	0.004241	0.041070	0.137206	0.029967	0.017108	0.002952	0.024906	0.025316	0.043138	0.019576	0.031367	0.152504	0.012232	0.458417
.	0.021061	0.499841	0.084288	0.018015	0.026636	0.014644	0.096480	0.005250	0.037496	0.013286	0.004390	0.015539	0.078837	0.084236
[SEP]	0.007963	0.012435	0.016325	0.010370	0.009564	0.013705	0.014688	0.013074	0.011839	0.007831	0.005462	0.014584	0.023086	0.839074
