TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.020500	0.332497	0.044634	0.012693	0.109407	0.007240	0.048111	0.007212	0.073359	0.005369	0.001639	0.000799	0.253859	0.082682
A	0.089372	0.412666	0.024486	0.005073	0.070502	0.002162	0.023792	0.004215	0.074102	0.006168	0.001985	0.001021	0.243053	0.041402
person	0.083433	0.193831	0.035204	0.011286	0.055549	0.007782	0.038049	0.011443	0.058092	0.006328	0.003584	0.004195	0.142931	0.348294
on	0.040466	0.035825	0.010607	0.000862	0.003132	0.002913	0.003703	0.001924	0.006080	0.002275	0.001434	0.003393	0.031236	0.856151
a	0.108993	0.330582	0.033904	0.006092	0.040620	0.006305	0.020221	0.008102	0.052782	0.007783	0.002858	0.003468	0.282571	0.095719
horse	0.086878	0.108918	0.012158	0.001891	0.008880	0.002281	0.006794	0.001633	0.017734	0.003843	0.001243	0.000700	0.062122	0.684926
jumps	0.109468	0.393198	0.034881	0.002794	0.056305	0.002111	0.017122	0.002362	0.068326	0.001899	0.000678	0.000476	0.188286	0.122093
over	0.049339	0.106371	0.023321	0.001723	0.014090	0.000910	0.007810	0.001751	0.020747	0.001688	0.001460	0.000962	0.056155	0.713672
a	0.059162	0.365077	0.058008	0.004398	0.058733	0.001902	0.028980	0.004022	0.078475	0.005686	0.003008	0.002532	0.273903	0.056113
broken	0.106510	0.206270	0.041380	0.002689	0.014948	0.002350	0.015789	0.002888	0.031898	0.011848	0.007091	0.006587	0.168544	0.381209
down	0.118901	0.320685	0.040808	0.005059	0.027516	0.003080	0.026070	0.004741	0.041066	0.010082	0.007196	0.006577	0.201097	0.187123
airplane	0.098185	0.199194	0.025614	0.003993	0.030684	0.001240	0.018435	0.003877	0.054615	0.007724	0.006405	0.004745	0.081522	0.463768
.	0.205844	0.361609	0.037576	0.004045	0.046265	0.001863	0.015629	0.003373	0.055619	0.006035	0.003016	0.001148	0.206173	0.051805
[SEP]	0.020734	0.006326	0.012084	0.001095	0.001423	0.002203	0.005811	0.001480	0.004777	0.004093	0.004418	0.006184	0.005804	0.923567
