TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.203210	0.026244	0.005102	0.002186	0.003814	0.001707	0.011867	0.004243	0.023940	0.001910	0.000709	0.001136	0.017592	0.696341
A	0.006797	0.042357	0.022164	0.007871	0.005926	0.012525	0.018390	0.011558	0.028269	0.003296	0.000997	0.005495	0.030273	0.804082
person	0.002798	0.047243	0.042700	0.011437	0.005472	0.004052	0.015310	0.005267	0.008927	0.000840	0.000153	0.001389	0.019720	0.834691
on	0.005703	0.014723	0.024227	0.003375	0.003020	0.007060	0.002979	0.001278	0.004354	0.000775	0.000194	0.003350	0.025512	0.903450
a	0.003434	0.073962	0.165373	0.039578	0.009083	0.012450	0.019469	0.007750	0.005968	0.000642	0.000106	0.002120	0.043517	0.616547
horse	0.015583	0.011976	0.030662	0.002505	0.004863	0.018970	0.009726	0.002519	0.002391	0.000455	0.000118	0.002915	0.017900	0.879415
jumps	0.004192	0.048353	0.038856	0.038874	0.010210	0.007632	0.004152	0.004412	0.004642	0.000281	0.000148	0.002178	0.010782	0.825288
over	0.004529	0.010790	0.013293	0.001702	0.001935	0.003549	0.005492	0.002542	0.002853	0.000355	0.000169	0.001609	0.006535	0.944645
a	0.010749	0.102695	0.323622	0.051748	0.019936	0.022426	0.083076	0.038627	0.019161	0.001994	0.000391	0.004430	0.024388	0.296757
broken	0.016317	0.027154	0.021290	0.002653	0.007930	0.013840	0.010297	0.005220	0.078515	0.018947	0.015271	0.147879	0.030779	0.603909
down	0.001955	0.002868	0.002660	0.000324	0.000548	0.001254	0.001301	0.000591	0.004608	0.015607	0.002985	0.011862	0.008891	0.944545
airplane	0.009090	0.011584	0.010956	0.000413	0.001423	0.002412	0.009145	0.004952	0.009323	0.001576	0.000437	0.006931	0.011024	0.920734
.	0.004043	0.137515	0.082355	0.041590	0.018191	0.011765	0.306321	0.139324	0.165624	0.008856	0.006193	0.007097	0.024389	0.046738
[SEP]	0.009242	0.005371	0.001429	0.000519	0.000765	0.000783	0.002077	0.000622	0.001639	0.000451	0.000455	0.000742	0.008254	0.967653
