TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.064923	0.012001	0.009369	0.005656	0.001788	0.001382	0.001687	0.000619	0.001848	0.001118	0.001393	0.000476	0.016478	0.881263
A	0.004594	0.077139	0.035116	0.026681	0.008774	0.008010	0.022464	0.005003	0.003870	0.002225	0.002720	0.001110	0.053114	0.749180
person	0.003212	0.022383	0.029626	0.024682	0.007934	0.036816	0.026404	0.009191	0.004662	0.004686	0.007786	0.010238	0.024341	0.788038
on	0.002455	0.020189	0.046887	0.029354	0.005798	0.010154	0.020026	0.004616	0.003338	0.000922	0.001216	0.002323	0.013759	0.838964
a	0.005388	0.042491	0.093304	0.045273	0.007708	0.026220	0.019917	0.003868	0.003572	0.001285	0.002653	0.005880	0.028243	0.714197
horse	0.003689	0.004727	0.012228	0.006750	0.002144	0.034451	0.005662	0.002459	0.002669	0.002620	0.003002	0.014138	0.008803	0.896658
jumps	0.003667	0.071569	0.120379	0.102390	0.025068	0.017334	0.038769	0.008620	0.007139	0.001022	0.001533	0.003009	0.074323	0.525178
over	0.002032	0.005709	0.014673	0.021099	0.006063	0.013442	0.029112	0.020929	0.008080	0.002418	0.006485	0.023032	0.012991	0.833935
a	0.009998	0.059850	0.159854	0.044004	0.029848	0.055196	0.042117	0.021362	0.028453	0.009083	0.015164	0.046611	0.032837	0.445623
broken	0.005612	0.004371	0.016722	0.004658	0.003370	0.013450	0.006890	0.017296	0.047401	0.034991	0.068842	0.574236	0.009612	0.192550
down	0.005255	0.002563	0.007771	0.001043	0.001808	0.015680	0.002429	0.005170	0.015471	0.013333	0.030104	0.432233	0.004325	0.462814
airplane	0.003854	0.001701	0.002442	0.002097	0.002461	0.015091	0.000992	0.001884	0.007272	0.004398	0.011548	0.079002	0.009297	0.857960
.	0.009410	0.082952	0.033318	0.015453	0.005147	0.004213	0.055481	0.007971	0.008951	0.003699	0.005387	0.003160	0.096193	0.668666
[SEP]	0.004376	0.001194	0.000449	0.000966	0.000676	0.001889	0.000463	0.000303	0.000930	0.000411	0.000835	0.001179	0.016367	0.969961
