TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.005722	0.147411	0.022376	0.019123	0.025648	0.016595	0.096754	0.014613	0.044813	0.011741	0.002935	0.006067	0.437553	0.148650
A	0.031776	0.499414	0.040859	0.014266	0.028804	0.006719	0.043803	0.006912	0.026387	0.004038	0.000661	0.001757	0.198289	0.096313
person	0.022290	0.048710	0.045221	0.017845	0.012864	0.048192	0.020243	0.014472	0.011302	0.007686	0.003274	0.020863	0.029029	0.698008
on	0.005954	0.012858	0.022855	0.036553	0.006399	0.197137	0.037854	0.021860	0.002545	0.003800	0.001669	0.018662	0.002559	0.629297
a	0.029447	0.186467	0.097877	0.049125	0.040612	0.175343	0.112642	0.027117	0.027810	0.011238	0.002223	0.024090	0.074411	0.141597
horse	0.003290	0.000359	0.001883	0.004140	0.000245	0.045525	0.003093	0.001646	0.000134	0.000656	0.000425	0.006645	0.000282	0.931678
jumps	0.029276	0.036552	0.027741	0.022768	0.012943	0.024910	0.103259	0.023004	0.015710	0.003414	0.001395	0.009077	0.034714	0.655237
over	0.009371	0.002153	0.003379	0.001063	0.000554	0.010566	0.013987	0.008193	0.001952	0.001958	0.002595	0.032937	0.002820	0.908474
a	0.035749	0.120062	0.056399	0.006629	0.028994	0.022458	0.115603	0.014399	0.115499	0.016203	0.004749	0.036226	0.154087	0.272944
broken	0.011674	0.002040	0.006759	0.000990	0.001337	0.013290	0.003346	0.005795	0.008987	0.025552	0.024246	0.127179	0.001511	0.767295
down	0.014582	0.003928	0.011219	0.000699	0.001552	0.017315	0.004427	0.005704	0.009188	0.017691	0.052207	0.101244	0.002020	0.758223
airplane	0.002413	0.000189	0.000981	0.000327	0.000195	0.001695	0.001105	0.001223	0.000793	0.001017	0.002152	0.029600	0.000367	0.957943
.	0.046852	0.210278	0.014754	0.006218	0.018799	0.003154	0.077267	0.008007	0.042387	0.001790	0.000444	0.002353	0.347158	0.220537
[SEP]	0.007451	0.002537	0.001811	0.002795	0.001026	0.002503	0.008851	0.002795	0.002034	0.001011	0.000896	0.006100	0.034320	0.925872
