TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.753201	0.025112	0.017140	0.027258	0.025483	0.009895	0.013983	0.015999	0.016593	0.007143	0.008377	0.011500	0.035035	0.033284
A	0.055022	0.101317	0.189101	0.392463	0.122203	0.074872	0.041764	0.012836	0.002721	0.001271	0.000240	0.001167	0.001213	0.003811
person	0.377187	0.090911	0.031350	0.113743	0.224592	0.123794	0.008938	0.005334	0.010613	0.002372	0.000058	0.000537	0.004563	0.006009
on	0.034588	0.029256	0.047071	0.035491	0.055802	0.703087	0.070859	0.010920	0.006254	0.002477	0.000995	0.000229	0.000368	0.002601
a	0.032023	0.019473	0.099231	0.018646	0.022611	0.135333	0.585723	0.040901	0.015177	0.020697	0.002926	0.001308	0.000644	0.005309
horse	0.753907	0.004038	0.002579	0.012734	0.036064	0.009021	0.026868	0.053393	0.090252	0.003066	0.001427	0.002056	0.002279	0.002319
jumps	0.303806	0.004206	0.004872	0.015207	0.040893	0.070474	0.017786	0.114466	0.279981	0.075858	0.035291	0.014968	0.014094	0.008097
over	0.040408	0.001253	0.002330	0.000362	0.001143	0.012817	0.029993	0.054772	0.099771	0.560748	0.132072	0.032166	0.010226	0.021939
a	0.054920	0.002580	0.010330	0.000316	0.000394	0.008031	0.079967	0.020598	0.048779	0.173960	0.187187	0.248732	0.051728	0.112478
broken	0.058868	0.000947	0.004860	0.000583	0.000671	0.003045	0.011330	0.018621	0.027998	0.042047	0.431669	0.327911	0.043186	0.028265
down	0.171047	0.001901	0.000726	0.000366	0.000886	0.001583	0.001168	0.003587	0.034946	0.072965	0.042035	0.173888	0.275159	0.219744
airplane	0.698239	0.004129	0.000928	0.000068	0.000422	0.000266	0.000170	0.000168	0.002889	0.003421	0.003053	0.017574	0.073247	0.195427
.	0.605346	0.004388	0.002882	0.000474	0.000166	0.000230	0.001863	0.000506	0.000397	0.002977	0.008170	0.025045	0.085659	0.261897
[SEP]	0.982977	0.000389	0.000138	0.000273	0.000135	0.000015	0.000043	0.000035	0.000063	0.000041	0.000117	0.000714	0.004843	0.010218
