TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.023810	0.021696	0.012515	0.020608	0.012424	0.011343	0.006643	0.006261	0.010467	0.013122	0.004860	0.010513	0.025505	0.820234
A	0.009132	0.023980	0.397261	0.041888	0.033666	0.090145	0.008541	0.001912	0.002690	0.002051	0.000620	0.010447	0.014499	0.363167
person	0.044286	0.029285	0.009269	0.043146	0.124224	0.098361	0.020825	0.000496	0.007854	0.008757	0.001167	0.008870	0.014923	0.588538
on	0.002890	0.001977	0.020595	0.003063	0.061602	0.823806	0.011041	0.001483	0.003279	0.003749	0.000218	0.006809	0.000771	0.058718
a	0.006439	0.005259	0.069203	0.022888	0.051452	0.514517	0.023504	0.008568	0.011100	0.015418	0.001374	0.042468	0.002847	0.224961
horse	0.013350	0.007442	0.003268	0.012725	0.046434	0.035113	0.020077	0.020107	0.026602	0.133892	0.001911	0.002150	0.005843	0.671087
jumps	0.076497	0.003703	0.025379	0.004304	0.006872	0.032047	0.033434	0.056988	0.063861	0.101622	0.004083	0.038790	0.077123	0.475297
over	0.003677	0.000497	0.002113	0.000048	0.000358	0.005131	0.006310	0.001723	0.028801	0.297306	0.062627	0.472319	0.015669	0.103423
a	0.002201	0.000571	0.002468	0.000029	0.000103	0.000454	0.001770	0.003124	0.017318	0.156325	0.023154	0.744836	0.010722	0.036923
broken	0.009710	0.004477	0.000119	0.000004	0.000283	0.000210	0.000484	0.000482	0.043178	0.003088	0.753043	0.022909	0.024087	0.137925
down	0.015515	0.001789	0.005127	0.000407	0.000275	0.000808	0.001228	0.000956	0.010259	0.015448	0.001881	0.242749	0.039860	0.663699
airplane	0.007623	0.008089	0.000442	0.000090	0.004073	0.000650	0.000734	0.001406	0.040565	0.251644	0.013241	0.051287	0.017034	0.603124
.	0.008158	0.037289	0.009655	0.010074	0.013113	0.013195	0.003085	0.003239	0.007406	0.013691	0.003482	0.012674	0.083828	0.781111
[SEP]	0.007643	0.004472	0.002118	0.003554	0.002459	0.001413	0.001198	0.005590	0.002887	0.001772	0.001845	0.002616	0.028846	0.933585
