TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.083888	0.070687	0.014395	0.006564	0.026427	0.004078	0.034328	0.005870	0.020889	0.002215	0.002360	0.003352	0.109604	0.615343
A	0.058534	0.123908	0.019506	0.013976	0.041589	0.001988	0.147253	0.020386	0.055084	0.001623	0.002869	0.004204	0.470128	0.038952
person	0.116545	0.069865	0.029198	0.011556	0.046794	0.022005	0.140106	0.029412	0.077198	0.002985	0.005900	0.009036	0.187946	0.251454
on	0.034369	0.086840	0.017186	0.057108	0.063506	0.005341	0.115777	0.107808	0.116791	0.005688	0.005664	0.007807	0.211514	0.164600
a	0.068965	0.094111	0.035073	0.027209	0.031581	0.004063	0.063472	0.080322	0.120819	0.014153	0.015115	0.021472	0.205694	0.217951
horse	0.066101	0.012629	0.025544	0.023206	0.011882	0.014878	0.084706	0.100524	0.035581	0.030806	0.010110	0.028392	0.030394	0.525248
jumps	0.077259	0.022345	0.003354	0.002088	0.006192	0.005243	0.011853	0.022608	0.078235	0.012050	0.005129	0.015639	0.318744	0.419262
over	0.024159	0.010156	0.001336	0.001448	0.001546	0.000374	0.009838	0.013891	0.013246	0.004325	0.008162	0.007717	0.040699	0.863103
a	0.044920	0.156105	0.020621	0.017216	0.011957	0.000495	0.030482	0.029552	0.032080	0.013288	0.026656	0.020712	0.082166	0.513752
broken	0.009765	0.015756	0.002644	0.001628	0.001336	0.000902	0.001522	0.006825	0.007954	0.005121	0.014288	0.012261	0.013859	0.906139
down	0.004252	0.004984	0.001148	0.000601	0.000697	0.000768	0.001869	0.002289	0.003254	0.003017	0.007716	0.010011	0.005714	0.953680
airplane	0.013763	0.033764	0.013719	0.003680	0.007526	0.002136	0.006518	0.013910	0.027229	0.085130	0.031535	0.029270	0.013362	0.718457
.	0.129359	0.162261	0.022138	0.019514	0.055967	0.006137	0.056640	0.006868	0.026823	0.003045	0.002164	0.001963	0.222199	0.284923
[SEP]	0.013359	0.002578	0.001552	0.000926	0.001544	0.004784	0.001491	0.001464	0.002013	0.007034	0.002458	0.006863	0.004530	0.949406
