TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.012898	0.037064	0.002412	0.042772	0.063713	0.003809	0.004860	0.011682	0.045582	0.003083	0.016896	0.004132	0.309011	0.442087
A	0.072819	0.110110	0.005969	0.022080	0.105501	0.002564	0.005115	0.002684	0.039312	0.001476	0.002235	0.002393	0.303990	0.323751
person	0.053617	0.057106	0.003837	0.024781	0.065626	0.004329	0.004065	0.003348	0.021720	0.000853	0.002516	0.001462	0.240675	0.516065
on	0.094491	0.115518	0.008591	0.161000	0.047895	0.002953	0.015441	0.029625	0.014107	0.001381	0.003788	0.004868	0.126249	0.374092
a	0.073793	0.044959	0.003768	0.029958	0.146710	0.003644	0.003586	0.005816	0.068441	0.001371	0.004228	0.002205	0.306170	0.305350
horse	0.021831	0.023257	0.008211	0.015462	0.052160	0.004959	0.006394	0.003974	0.019739	0.000700	0.011580	0.002739	0.253722	0.575274
jumps	0.091519	0.018417	0.004887	0.012833	0.009456	0.013169	0.035715	0.008393	0.005025	0.004556	0.012042	0.002852	0.128410	0.652726
over	0.094214	0.024053	0.003593	0.093048	0.035732	0.002993	0.010923	0.048624	0.044978	0.006886	0.023293	0.006537	0.075873	0.529254
a	0.095415	0.020565	0.001992	0.024601	0.123329	0.001627	0.004408	0.032547	0.246940	0.006525	0.017698	0.004992	0.182649	0.236712
broken	0.014078	0.032434	0.004083	0.032954	0.051294	0.005783	0.019852	0.029666	0.102435	0.020984	0.055268	0.011597	0.176160	0.443411
down	0.038650	0.018724	0.002883	0.021831	0.036462	0.001930	0.005883	0.030746	0.080184	0.008003	0.086631	0.021909	0.213053	0.433112
airplane	0.024059	0.007939	0.002571	0.007707	0.023940	0.002947	0.003210	0.006428	0.041315	0.002657	0.008306	0.003400	0.391496	0.474025
.	0.125115	0.017905	0.002715	0.005378	0.011533	0.007052	0.012783	0.010058	0.019769	0.008048	0.013865	0.011654	0.317218	0.436906
[SEP]	0.115952	0.029088	0.010477	0.008528	0.020075	0.009888	0.010514	0.009178	0.017838	0.008598	0.012595	0.014319	0.043762	0.689188
