TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.586097	0.011963	0.012902	0.012971	0.014971	0.012870	0.086291	0.008243	0.007803	0.007621	0.004497	0.018039	0.118028	0.097705
A	0.000001	0.000005	0.999991	0.000001	0.000000	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001
person	0.000006	0.000000	0.000002	0.999973	0.000001	0.000000	0.000013	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003
on	0.000001	0.000001	0.000000	0.000031	0.999944	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000020
a	0.000000	0.000000	0.000003	0.000000	0.000004	0.999986	0.000003	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000001
horse	0.000000	0.000000	0.000000	0.000000	0.000000	0.000014	0.999982	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000002
jumps	0.000001	0.000000	0.000000	0.000047	0.000002	0.000000	0.000090	0.999850	0.000001	0.000001	0.000000	0.000006	0.000000	0.000001
over	0.000001	0.000000	0.000000	0.000000	0.000006	0.000000	0.000000	0.000010	0.999909	0.000030	0.000000	0.000001	0.000003	0.000040
a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000046	0.000001	0.000000	0.000026	0.999902	0.000001	0.000002	0.000000	0.000021
broken	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000605	0.000061	0.000016	0.000431	0.998832	0.000046	0.000000	0.000004
down	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000005	0.000001	0.000017	0.999938	0.000017	0.000022
airplane	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000004	0.999975	0.000014
.	0.169031	0.000115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000001	0.000001	0.008147	0.822703
[SEP]	0.778887	0.000265	0.005859	0.000610	0.000478	0.001759	0.010336	0.013790	0.000577	0.006614	0.007922	0.004332	0.115394	0.053177
