TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.138987	0.066582	0.110101	0.029413	0.053994	0.084598	0.107082	0.016776	0.025765	0.028739	0.029084	0.113666	0.125231	0.069982
A	0.090446	0.257543	0.025539	0.003821	0.146676	0.001582	0.006498	0.002699	0.122003	0.001253	0.001836	0.003274	0.122410	0.214421
person	0.182685	0.076336	0.004028	0.015705	0.048356	0.002219	0.007562	0.007371	0.035265	0.001064	0.004363	0.006479	0.109703	0.498864
on	0.172161	0.017932	0.003058	0.292592	0.067889	0.000776	0.006122	0.020048	0.036597	0.001077	0.031833	0.001388	0.050860	0.297666
a	0.088151	0.161453	0.011513	0.012346	0.214491	0.003094	0.010111	0.008973	0.226023	0.001460	0.004042	0.004069	0.061695	0.192579
horse	0.124501	0.032990	0.006737	0.045217	0.064433	0.002529	0.032470	0.012353	0.039396	0.000757	0.017166	0.035948	0.058646	0.526857
jumps	0.192115	0.021708	0.008320	0.029556	0.074237	0.016653	0.007926	0.029606	0.063533	0.004770	0.007794	0.019922	0.114878	0.408980
over	0.157903	0.012022	0.006133	0.091994	0.050032	0.003837	0.028004	0.033317	0.038300	0.008623	0.023143	0.002738	0.088228	0.455725
a	0.075921	0.116131	0.006804	0.012727	0.182298	0.002596	0.007737	0.012545	0.276965	0.003823	0.006902	0.003426	0.063654	0.228471
broken	0.139196	0.030068	0.007890	0.021913	0.041637	0.004825	0.030934	0.042113	0.049128	0.002491	0.017037	0.006251	0.068118	0.538400
down	0.134701	0.008305	0.001395	0.027545	0.025804	0.010071	0.010499	0.041585	0.037319	0.008194	0.003928	0.001341	0.050127	0.639187
airplane	0.216206	0.007973	0.002162	0.040108	0.018341	0.094648	0.018367	0.044322	0.033374	0.000848	0.002780	0.016376	0.118306	0.386189
.	0.202181	0.023860	0.024674	0.026533	0.033075	0.020528	0.020938	0.022396	0.029865	0.030598	0.048947	0.013845	0.278613	0.223946
[SEP]	0.039185	0.012125	0.019997	0.006404	0.013478	0.010207	0.011925	0.006718	0.012946	0.027038	0.013636	0.005713	0.015055	0.805572
