TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.849813	0.002172	0.006007	0.000738	0.000841	0.001582	0.004140	0.000240	0.000700	0.000899	0.000466	0.000765	0.025131	0.106507
A	0.101944	0.107625	0.026800	0.080529	0.139095	0.012836	0.019987	0.028887	0.086101	0.035744	0.032161	0.028248	0.051712	0.248331
person	0.015053	0.012846	0.079706	0.133561	0.037499	0.219193	0.156972	0.032844	0.023349	0.042493	0.036181	0.049284	0.022929	0.138090
on	0.032280	0.015376	0.104117	0.028435	0.029593	0.107408	0.170690	0.063660	0.011198	0.111604	0.099734	0.060625	0.014713	0.150567
a	0.029544	0.040543	0.095318	0.079998	0.084649	0.064915	0.146555	0.037021	0.071505	0.077509	0.047447	0.022143	0.039306	0.163547
horse	0.050967	0.018991	0.018274	0.021118	0.078692	0.061091	0.219720	0.062468	0.047056	0.052783	0.025214	0.065609	0.073215	0.204803
jumps	0.018726	0.007086	0.026708	0.038707	0.027817	0.407889	0.176181	0.053534	0.020528	0.033738	0.038420	0.056403	0.039347	0.054915
over	0.017127	0.008949	0.071366	0.044273	0.030093	0.054375	0.343367	0.021725	0.035277	0.135072	0.046296	0.029366	0.017819	0.144896
a	0.027427	0.015149	0.090134	0.037131	0.059998	0.047093	0.100244	0.063022	0.073168	0.187735	0.056925	0.051441	0.047326	0.143207
broken	0.007215	0.003363	0.010382	0.064414	0.014147	0.082880	0.139391	0.067367	0.026373	0.028428	0.346303	0.142265	0.013116	0.054356
down	0.012116	0.001487	0.029650	0.015517	0.006574	0.077420	0.417098	0.036547	0.010998	0.208014	0.018094	0.053313	0.033162	0.080010
airplane	0.047195	0.017224	0.016200	0.025744	0.022649	0.035014	0.138093	0.050107	0.055849	0.032398	0.126764	0.067566	0.085219	0.279976
.	0.015325	0.054114	0.008904	0.023423	0.042490	0.001572	0.012590	0.015342	0.050893	0.005392	0.032686	0.033122	0.015247	0.688899
[SEP]	0.064449	0.014003	0.013156	0.008132	0.011341	0.005200	0.007071	0.003730	0.018002	0.010880	0.016075	0.017926	0.241386	0.568649
