TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.211913	0.075426	0.049506	0.037999	0.055191	0.021468	0.072501	0.058018	0.049700	0.069001	0.064901	0.025356	0.074052	0.134967
A	0.315302	0.046242	0.060095	0.038665	0.024140	0.011960	0.062354	0.043490	0.022876	0.028628	0.039238	0.017007	0.093620	0.196381
person	0.552522	0.025446	0.106358	0.021292	0.010467	0.016139	0.062306	0.004833	0.009904	0.013656	0.022567	0.003358	0.103847	0.047305
on	0.638708	0.014887	0.031403	0.006479	0.012358	0.023563	0.035734	0.008174	0.010891	0.048467	0.018540	0.013027	0.051417	0.086351
a	0.266654	0.039875	0.082840	0.048237	0.022960	0.022524	0.077693	0.043178	0.024268	0.063562	0.065552	0.033711	0.041528	0.167417
horse	0.354206	0.004138	0.002381	0.013513	0.012993	0.362021	0.024809	0.004549	0.009988	0.010518	0.013988	0.004531	0.154605	0.027758
jumps	0.371385	0.010071	0.023602	0.012737	0.012319	0.114410	0.110922	0.017141	0.010762	0.091481	0.047731	0.025369	0.107759	0.044310
over	0.710764	0.013870	0.027061	0.004397	0.009604	0.002300	0.011347	0.006527	0.009494	0.066410	0.013482	0.004687	0.035135	0.084923
a	0.314521	0.040207	0.090115	0.039544	0.022833	0.019824	0.069080	0.039758	0.018488	0.064310	0.058329	0.037636	0.036014	0.149341
broken	0.544979	0.019342	0.018239	0.017147	0.019924	0.009132	0.047266	0.025415	0.020128	0.076892	0.033910	0.051979	0.046565	0.069082
down	0.567950	0.026653	0.022967	0.015450	0.017296	0.003001	0.017918	0.019568	0.015334	0.118231	0.047817	0.007949	0.038438	0.081429
airplane	0.168414	0.030719	0.021391	0.032912	0.020264	0.032035	0.041213	0.019655	0.014395	0.034326	0.032243	0.437087	0.103246	0.012100
.	0.469151	0.037356	0.034067	0.011519	0.022991	0.009060	0.038322	0.018002	0.018251	0.027062	0.023618	0.009279	0.046643	0.234679
[SEP]	0.773826	0.014589	0.013496	0.004962	0.028562	0.008764	0.006595	0.002557	0.016605	0.005101	0.001674	0.009053	0.069935	0.044279
