TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.006714	0.032050	0.040621	0.043919	0.014836	0.026323	0.040158	0.039545	0.014519	0.023728	0.025204	0.008316	0.094543	0.589525
A	0.001392	0.013248	0.012662	0.007815	0.005606	0.007391	0.042075	0.007684	0.008989	0.004947	0.004088	0.004896	0.048263	0.830943
person	0.002428	0.010956	0.021653	0.006176	0.005134	0.008621	0.032176	0.007669	0.006084	0.006320	0.004001	0.018129	0.015970	0.854682
on	0.000497	0.002154	0.006519	0.002867	0.001843	0.009728	0.006434	0.003370	0.001161	0.001057	0.000503	0.009999	0.005423	0.948444
a	0.000399	0.003639	0.006836	0.003558	0.002711	0.007143	0.011069	0.005455	0.004169	0.003040	0.001180	0.007173	0.011432	0.932196
horse	0.000561	0.002125	0.004369	0.003876	0.001991	0.012812	0.004507	0.005731	0.001691	0.003796	0.002997	0.023752	0.003874	0.927916
jumps	0.000858	0.005293	0.010018	0.003563	0.002835	0.012398	0.015599	0.005984	0.002617	0.001954	0.001504	0.008483	0.012069	0.916826
over	0.000085	0.000293	0.001352	0.000418	0.000188	0.004333	0.001449	0.000887	0.000146	0.000308	0.000340	0.004707	0.001436	0.984057
a	0.000084	0.000680	0.002025	0.000395	0.000401	0.002682	0.002739	0.001074	0.000755	0.001053	0.000615	0.007226	0.002670	0.977600
broken	0.000733	0.001292	0.003223	0.001023	0.000774	0.005938	0.002372	0.001473	0.000676	0.002285	0.001952	0.024654	0.001170	0.952436
down	0.000134	0.000359	0.001080	0.000218	0.000180	0.002672	0.000447	0.000516	0.000212	0.000671	0.000942	0.011709	0.000487	0.980372
airplane	0.000313	0.000824	0.004350	0.001104	0.000478	0.004327	0.001739	0.001892	0.000462	0.002484	0.002288	0.039303	0.001278	0.939158
.	0.004322	0.018156	0.019287	0.006355	0.007819	0.009211	0.036879	0.010632	0.012166	0.008730	0.005953	0.012640	0.047515	0.800336
[SEP]	0.062691	0.079419	0.072633	0.076105	0.066320	0.061164	0.070485	0.068942	0.064558	0.067748	0.076373	0.057823	0.088169	0.087570
