TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.139495	0.074409	0.101207	0.114496	0.037079	0.012198	0.028217	0.015886	0.048660	0.041314	0.013062	0.007198	0.020352	0.131731	0.214695
I	0.035699	0.030491	0.016520	0.018015	0.012790	0.003006	0.012084	0.010928	0.011633	0.019239	0.012654	0.012334	0.014650	0.059256	0.730700
heard	0.010986	0.018997	0.010220	0.023139	0.023657	0.008453	0.020739	0.013496	0.012621	0.031369	0.010469	0.011329	0.009890	0.061579	0.733056
from	0.007321	0.012520	0.005752	0.027254	0.013403	0.006027	0.013632	0.005557	0.007666	0.009727	0.004485	0.004229	0.003692	0.034303	0.844432
none	0.037573	0.010164	0.007366	0.018433	0.027978	0.004816	0.012214	0.008694	0.011868	0.019594	0.004117	0.005174	0.009046	0.032929	0.790036
of	0.066491	0.031626	0.022407	0.029337	0.050761	0.015939	0.023187	0.017159	0.017436	0.025786	0.006594	0.010341	0.009047	0.042034	0.631856
the	0.041959	0.025896	0.028042	0.028767	0.028519	0.010375	0.031594	0.027258	0.029821	0.044655	0.012186	0.019619	0.018058	0.040970	0.612281
representatives	0.021103	0.019088	0.016737	0.024504	0.023107	0.006813	0.023336	0.019650	0.015833	0.029012	0.007995	0.008073	0.008547	0.026738	0.749462
from	0.023923	0.009356	0.014673	0.028727	0.028710	0.014788	0.017017	0.015921	0.049230	0.032324	0.005259	0.006884	0.012401	0.044793	0.695993
the	0.019617	0.013560	0.022513	0.017189	0.019927	0.007769	0.022921	0.022102	0.046557	0.062620	0.011023	0.016001	0.023305	0.042137	0.652758
power	0.024706	0.016587	0.011310	0.007006	0.015484	0.003714	0.015808	0.011348	0.015771	0.046117	0.028119	0.029771	0.029426	0.042887	0.701945
generation	0.028991	0.024034	0.022189	0.007909	0.013505	0.003431	0.019755	0.016049	0.024043	0.066456	0.031501	0.046225	0.033492	0.029803	0.632617
sector	0.007889	0.013968	0.012993	0.008008	0.016444	0.003119	0.011051	0.009577	0.012484	0.024575	0.006899	0.007644	0.011014	0.033695	0.820639
.	0.097673	0.078188	0.074825	0.047193	0.037350	0.011270	0.026003	0.032304	0.026721	0.028271	0.019157	0.020746	0.025853	0.079813	0.394632
[SEP]	0.094939	0.087299	0.089608	0.075767	0.054943	0.059426	0.065221	0.053884	0.068657	0.062071	0.047105	0.043506	0.050458	0.074806	0.072311
