TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.014941	0.005222	0.004184	0.000816	0.003736	0.000632	0.001048	0.008817	0.001561	0.001085	0.003139	0.005286	0.006313	0.009159	0.934060
I	0.002797	0.007845	0.008837	0.005028	0.009920	0.001076	0.001070	0.002021	0.003598	0.001404	0.003441	0.002914	0.003934	0.012702	0.933411
heard	0.005193	0.161373	0.053812	0.047624	0.016394	0.001646	0.005513	0.003791	0.002136	0.000664	0.001534	0.001894	0.006246	0.036067	0.656114
from	0.005420	0.228643	0.242908	0.050952	0.048379	0.002948	0.008488	0.009518	0.001478	0.000580	0.000958	0.000853	0.003784	0.034906	0.360184
none	0.028644	0.086237	0.126083	0.170684	0.060120	0.012714	0.031303	0.028721	0.005229	0.001696	0.001640	0.002514	0.006690	0.073278	0.364449
of	0.050385	0.040629	0.191720	0.284965	0.037119	0.006148	0.015166	0.020452	0.005474	0.000597	0.001154	0.003324	0.011051	0.099897	0.231921
the	0.039089	0.091060	0.221403	0.251947	0.041911	0.008116	0.022577	0.018444	0.007570	0.001703	0.001228	0.003448	0.010049	0.083617	0.197840
representatives	0.019305	0.015498	0.098967	0.156945	0.061964	0.032923	0.055582	0.027254	0.027128	0.006719	0.006027	0.008899	0.018836	0.023421	0.440535
from	0.008041	0.010672	0.092912	0.236022	0.147594	0.064269	0.172152	0.048575	0.006824	0.002572	0.011855	0.016112	0.008005	0.009380	0.165017
the	0.031575	0.030298	0.131278	0.173433	0.099545	0.022839	0.132780	0.058212	0.018470	0.014443	0.018000	0.020934	0.023820	0.041770	0.182604
power	0.013977	0.008064	0.010984	0.015953	0.010206	0.002020	0.005187	0.011118	0.006392	0.003264	0.011092	0.015487	0.008033	0.022481	0.855744
generation	0.009749	0.006053	0.007057	0.013678	0.012492	0.002190	0.004039	0.018867	0.023686	0.014098	0.042865	0.028056	0.012898	0.017932	0.786340
sector	0.006415	0.003411	0.003967	0.004066	0.025786	0.004735	0.008025	0.036643	0.250071	0.201154	0.080899	0.037864	0.043023	0.016591	0.277351
.	0.008388	0.039092	0.170090	0.067066	0.116107	0.013020	0.019746	0.030430	0.017391	0.013517	0.045920	0.027306	0.037834	0.046535	0.347557
[SEP]	0.008668	0.006743	0.002743	0.002918	0.005432	0.001191	0.002899	0.002216	0.001898	0.002106	0.001363	0.001294	0.001718	0.006719	0.952093
