TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.070131	0.577915	0.094530	0.020621	0.013825	0.025007	0.016448	0.031219	0.018024	0.013449	0.028092	0.010428	0.024273	0.049323	0.006713
I	0.073571	0.424337	0.168081	0.028330	0.025652	0.029639	0.006993	0.078949	0.027990	0.006909	0.059572	0.010206	0.009843	0.046017	0.003910
heard	0.039861	0.080173	0.214976	0.138215	0.033810	0.016640	0.025890	0.032748	0.088839	0.023696	0.057996	0.050667	0.165709	0.022566	0.008214
from	0.143417	0.024675	0.165009	0.028649	0.084113	0.026024	0.032003	0.168143	0.039076	0.030027	0.017227	0.015544	0.043448	0.042824	0.139822
none	0.140337	0.022587	0.083468	0.070913	0.092396	0.206098	0.071564	0.026184	0.045905	0.046457	0.021141	0.008546	0.024807	0.060996	0.078601
of	0.252769	0.043349	0.044366	0.041404	0.065032	0.119040	0.039944	0.060745	0.050325	0.038803	0.009048	0.013745	0.014972	0.070410	0.136048
the	0.127723	0.081095	0.059194	0.024318	0.068122	0.051683	0.121673	0.080231	0.027250	0.096919	0.034527	0.042699	0.040796	0.070055	0.073714
representatives	0.059686	0.031743	0.040491	0.031540	0.352101	0.083483	0.083352	0.021186	0.047817	0.046313	0.022996	0.021110	0.043452	0.068426	0.046303
from	0.123047	0.028899	0.049131	0.039232	0.049619	0.057107	0.091516	0.157087	0.066620	0.084240	0.021615	0.031838	0.043160	0.073941	0.082948
the	0.154723	0.075219	0.029965	0.021376	0.032053	0.057354	0.138703	0.058684	0.028012	0.129676	0.025983	0.046712	0.032178	0.090448	0.078913
power	0.308191	0.020111	0.001984	0.008702	0.000979	0.064218	0.107544	0.017551	0.028880	0.122709	0.006651	0.036783	0.015811	0.142197	0.117689
generation	0.244923	0.011668	0.004722	0.018954	0.009559	0.037394	0.034637	0.069384	0.050609	0.035761	0.061403	0.025533	0.025455	0.039644	0.330355
sector	0.250243	0.026156	0.002632	0.016176	0.029235	0.022054	0.030636	0.032830	0.030196	0.052403	0.122795	0.083987	0.021685	0.097428	0.181544
.	0.084244	0.311788	0.163190	0.037163	0.038150	0.038752	0.026504	0.031929	0.039980	0.025379	0.021128	0.013722	0.037660	0.109447	0.020962
[SEP]	0.195666	0.012341	0.002959	0.001830	0.002682	0.006887	0.011485	0.006920	0.003034	0.010465	0.006020	0.008372	0.006834	0.020724	0.703782
