TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.034152	0.019527	0.010923	0.008294	0.018926	0.000876	0.005184	0.006332	0.002879	0.004139	0.002544	0.003722	0.009738	0.021714	0.851049
I	0.030990	0.008357	0.050104	0.191446	0.115337	0.008864	0.086785	0.121109	0.021217	0.040229	0.015084	0.016883	0.002977	0.130712	0.159906
heard	0.047538	0.032781	0.004895	0.072577	0.163965	0.005105	0.021018	0.388273	0.015269	0.014361	0.005562	0.001390	0.026143	0.131405	0.069715
from	0.059360	0.018737	0.056723	0.025584	0.330030	0.022367	0.039396	0.284241	0.026736	0.024164	0.001211	0.000569	0.003993	0.061533	0.045356
none	0.045129	0.021146	0.025292	0.040853	0.014852	0.019971	0.109708	0.213416	0.136189	0.085901	0.012454	0.002748	0.034484	0.151953	0.085903
of	0.103666	0.011092	0.043043	0.011957	0.074809	0.011464	0.058496	0.118934	0.090352	0.098875	0.010457	0.005722	0.027295	0.209147	0.124690
the	0.049028	0.079475	0.018246	0.003983	0.055000	0.007065	0.030534	0.025069	0.073179	0.159350	0.011945	0.018210	0.019052	0.285359	0.164507
representatives	0.146806	0.037768	0.038011	0.002382	0.051623	0.005744	0.015210	0.003780	0.043937	0.101152	0.075033	0.028288	0.068056	0.134545	0.247664
from	0.113935	0.011837	0.012845	0.001800	0.018759	0.006117	0.010145	0.143627	0.039654	0.118175	0.049806	0.047325	0.142890	0.149338	0.133747
the	0.041910	0.026751	0.005689	0.002096	0.012428	0.003843	0.006605	0.019770	0.084235	0.117729	0.053353	0.156010	0.061765	0.287096	0.120719
power	0.123007	0.023210	0.002092	0.000641	0.001242	0.002212	0.004605	0.011565	0.010252	0.046501	0.003462	0.030365	0.025354	0.065204	0.650290
generation	0.099585	0.022295	0.005258	0.000948	0.001007	0.002131	0.006723	0.047386	0.008025	0.048332	0.009027	0.002481	0.121231	0.088402	0.537168
sector	0.071808	0.006299	0.016961	0.006376	0.003356	0.002628	0.008671	0.045618	0.056357	0.040800	0.051629	0.048107	0.008663	0.050240	0.582487
.	0.026177	0.041383	0.036954	0.014103	0.022698	0.005264	0.013987	0.006643	0.006538	0.014289	0.014503	0.020910	0.017305	0.062214	0.697031
[SEP]	0.007939	0.009423	0.006506	0.004575	0.004929	0.000556	0.001993	0.001961	0.005182	0.003361	0.008903	0.010206	0.005465	0.012644	0.916358
