TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.262986	0.082885	0.055026	0.009465	0.003823	0.000493	0.002747	0.004896	0.003271	0.002816	0.002354	0.005166	0.006612	0.008911	0.548550
I	0.022698	0.154585	0.450017	0.029987	0.036682	0.001621	0.027083	0.019218	0.010237	0.014304	0.024903	0.027590	0.031106	0.093052	0.056917
heard	0.020228	0.136908	0.187845	0.057017	0.033469	0.002419	0.011384	0.019408	0.009058	0.011582	0.015836	0.016831	0.015274	0.043339	0.419403
from	0.010053	0.152216	0.178863	0.013325	0.010260	0.000590	0.003495	0.012555	0.004367	0.003599	0.022214	0.019415	0.007975	0.015456	0.545617
none	0.006280	0.324633	0.211309	0.013049	0.010641	0.000687	0.002615	0.005650	0.001834	0.002598	0.007639	0.012769	0.004058	0.008810	0.387426
of	0.003780	0.475837	0.169912	0.011016	0.014747	0.000825	0.003379	0.009034	0.002659	0.004476	0.009141	0.021843	0.011643	0.005957	0.255751
the	0.002669	0.639810	0.226862	0.008453	0.005427	0.000346	0.001894	0.006016	0.002041	0.002263	0.005412	0.010531	0.007764	0.006578	0.073935
representatives	0.003675	0.127478	0.135556	0.023770	0.018820	0.001363	0.005201	0.015578	0.007223	0.006890	0.021206	0.036606	0.033658	0.002696	0.560278
from	0.007801	0.529265	0.116319	0.015411	0.031385	0.000996	0.006763	0.011680	0.003301	0.008994	0.009871	0.029790	0.022803	0.015794	0.189825
the	0.002593	0.590765	0.110399	0.021512	0.035506	0.001063	0.011925	0.023635	0.009708	0.015414	0.020723	0.030214	0.034692	0.010503	0.081345
power	0.002911	0.103201	0.094098	0.029888	0.033998	0.001782	0.010635	0.026853	0.009931	0.016335	0.037335	0.053594	0.056276	0.003226	0.519936
generation	0.003357	0.113893	0.064613	0.020680	0.053749	0.002356	0.015178	0.035797	0.014853	0.023832	0.043728	0.044051	0.057166	0.006497	0.500250
sector	0.004192	0.069742	0.065241	0.026917	0.053106	0.002383	0.012462	0.038532	0.015271	0.020057	0.036886	0.048108	0.045207	0.004345	0.557551
.	0.012070	0.223120	0.196673	0.032289	0.057022	0.002245	0.013584	0.006677	0.009655	0.011751	0.013043	0.017591	0.016981	0.016776	0.370523
[SEP]	0.026609	0.041882	0.035752	0.010608	0.013022	0.003815	0.005279	0.008092	0.008067	0.007031	0.011667	0.011695	0.009649	0.015102	0.791731
