TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.577970	0.030128	0.021537	0.032493	0.015183	0.027353	0.046551	0.012557	0.019377	0.042823	0.020013	0.018155	0.009859	0.040099	0.085903
I	0.348020	0.017777	0.561365	0.002521	0.001490	0.002402	0.015194	0.000009	0.000003	0.000653	0.000183	0.000025	0.000001	0.000873	0.049484
heard	0.291358	0.001521	0.001776	0.691314	0.007170	0.002158	0.000568	0.000310	0.001218	0.000011	0.000045	0.000117	0.000001	0.000058	0.002373
from	0.309598	0.002134	0.000911	0.034163	0.626073	0.019540	0.001551	0.000276	0.004569	0.000144	0.000089	0.000235	0.000306	0.000176	0.000234
none	0.699108	0.014716	0.003977	0.003351	0.009428	0.201874	0.040962	0.000034	0.002345	0.019763	0.000169	0.000024	0.000006	0.001516	0.002726
of	0.307656	0.001262	0.002445	0.003506	0.010324	0.015802	0.613599	0.019588	0.002186	0.004940	0.016360	0.000146	0.000005	0.000372	0.001808
the	0.501886	0.000116	0.000851	0.017452	0.008668	0.042406	0.064773	0.282917	0.038366	0.009526	0.015375	0.011658	0.001495	0.000098	0.004414
representatives	0.788082	0.000046	0.000000	0.000365	0.000269	0.002970	0.012551	0.001145	0.135487	0.055869	0.000696	0.001384	0.000491	0.000344	0.000302
from	0.668981	0.000308	0.000067	0.000034	0.002187	0.010014	0.004186	0.000696	0.063977	0.175892	0.041939	0.011884	0.005492	0.010031	0.004311
the	0.404144	0.000685	0.000272	0.000165	0.000050	0.004351	0.011695	0.002853	0.008286	0.048068	0.399227	0.031700	0.009455	0.013113	0.065935
power	0.373380	0.000103	0.000021	0.000381	0.000054	0.000169	0.016425	0.002333	0.002925	0.070651	0.001428	0.426870	0.033421	0.004946	0.066893
generation	0.844869	0.000303	0.000013	0.000259	0.000195	0.000108	0.000243	0.000009	0.015873	0.052443	0.009905	0.003868	0.013577	0.015053	0.043282
sector	0.797582	0.002266	0.000009	0.000001	0.000045	0.000169	0.001042	0.000002	0.000024	0.058979	0.001722	0.000333	0.002945	0.063405	0.071476
.	0.261883	0.000094	0.000978	0.000045	0.000021	0.000018	0.000097	0.000017	0.000004	0.000441	0.008075	0.005298	0.000491	0.012397	0.710143
[SEP]	0.896394	0.000081	0.000075	0.000645	0.000093	0.000006	0.000062	0.000016	0.000033	0.000032	0.000559	0.004793	0.001846	0.004031	0.091335
