TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.039035	0.021476	0.010418	0.015074	0.008384	0.005587	0.013926	0.008572	0.012142	0.009844	0.021001	0.033743	0.019575	0.011473	0.769751
I	0.025322	0.027399	0.055178	0.048448	0.188684	0.020694	0.053316	0.035354	0.025644	0.047617	0.033926	0.078858	0.055515	0.096665	0.207379
heard	0.018297	0.009814	0.023887	0.030938	0.151296	0.013311	0.063538	0.138165	0.162173	0.077583	0.009392	0.014007	0.058134	0.077892	0.151572
from	0.025624	0.010582	0.030613	0.004273	0.175281	0.024909	0.095050	0.046202	0.039140	0.153098	0.026252	0.055635	0.111521	0.093057	0.108764
none	0.018236	0.004625	0.009856	0.007958	0.079150	0.015544	0.047780	0.026173	0.132092	0.175250	0.028154	0.016155	0.084011	0.124635	0.230381
of	0.010402	0.002449	0.024876	0.003294	0.052140	0.006471	0.035248	0.038216	0.116959	0.196668	0.040707	0.048091	0.138001	0.093682	0.192795
the	0.016835	0.005065	0.017125	0.003262	0.038644	0.007059	0.022540	0.027838	0.089580	0.224821	0.059521	0.071057	0.187375	0.072594	0.156686
representatives	0.035763	0.004151	0.005017	0.002657	0.016700	0.003741	0.012351	0.023317	0.090546	0.046037	0.031874	0.071154	0.104815	0.025517	0.526360
from	0.026214	0.005629	0.003935	0.000630	0.017082	0.002572	0.012815	0.018874	0.021339	0.113085	0.068864	0.128694	0.248207	0.064150	0.267911
the	0.016421	0.005063	0.008591	0.003041	0.012983	0.002271	0.005143	0.008865	0.028819	0.084437	0.100399	0.146205	0.190777	0.050657	0.336328
power	0.007265	0.000523	0.001462	0.000236	0.001491	0.000200	0.000618	0.001337	0.002937	0.007819	0.006772	0.025645	0.084356	0.009345	0.849995
generation	0.006266	0.000926	0.000822	0.000467	0.000713	0.000170	0.000442	0.001068	0.003013	0.002840	0.008659	0.028101	0.036385	0.008381	0.901747
sector	0.008700	0.001496	0.001028	0.000443	0.002483	0.001250	0.002378	0.001963	0.003127	0.007901	0.015580	0.024665	0.018828	0.005891	0.904268
.	0.019750	0.025543	0.026664	0.024905	0.013387	0.015437	0.022671	0.019493	0.022838	0.019589	0.035476	0.040387	0.028803	0.033255	0.651803
[SEP]	0.021212	0.001430	0.000610	0.001017	0.000659	0.000395	0.000626	0.000512	0.002324	0.000767	0.000585	0.000786	0.001107	0.004036	0.963934
