TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.014438	0.004820	0.009022	0.003341	0.007745	0.002426	0.004232	0.003198	0.005543	0.005980	0.003906	0.005238	0.001929	0.018962	0.909221
I	0.009240	0.006851	0.085272	0.027441	0.024909	0.003030	0.008786	0.004832	0.006440	0.004053	0.001815	0.002420	0.002010	0.022583	0.790319
heard	0.028757	0.007065	0.042736	0.487249	0.010135	0.018072	0.031844	0.022974	0.080794	0.005605	0.000629	0.000502	0.002011	0.088715	0.172913
from	0.044382	0.005910	0.081938	0.001168	0.158880	0.012055	0.062688	0.198150	0.003094	0.025493	0.001759	0.007139	0.027127	0.038046	0.332173
none	0.013662	0.000614	0.005221	0.000750	0.010123	0.009760	0.091138	0.390713	0.018656	0.035424	0.001802	0.000945	0.024278	0.009125	0.387789
of	0.011512	0.001731	0.003425	0.000271	0.018574	0.008417	0.134971	0.601184	0.012552	0.042942	0.006829	0.004436	0.051382	0.007811	0.093963
the	0.018626	0.002572	0.005242	0.000828	0.018115	0.052587	0.038931	0.329072	0.074837	0.037623	0.019780	0.016655	0.130023	0.016293	0.238816
representatives	0.033064	0.001523	0.003233	0.000960	0.004781	0.012392	0.016247	0.036841	0.225807	0.066377	0.019228	0.009111	0.023515	0.035324	0.511596
from	0.005357	0.000766	0.000925	0.000017	0.006443	0.000254	0.003155	0.044465	0.004259	0.072830	0.018334	0.060113	0.685219	0.015500	0.082365
the	0.006559	0.001330	0.000893	0.000123	0.001177	0.002537	0.001889	0.033351	0.015033	0.029095	0.062882	0.099794	0.645923	0.018588	0.080828
power	0.076998	0.020323	0.001703	0.000376	0.000324	0.000080	0.001536	0.004303	0.002040	0.027166	0.011495	0.068162	0.117034	0.093127	0.575333
generation	0.028345	0.006806	0.001703	0.004792	0.001087	0.000762	0.002897	0.007523	0.024151	0.030831	0.032483	0.037023	0.096956	0.028729	0.695911
sector	0.009626	0.001658	0.000755	0.000103	0.004329	0.000240	0.003892	0.005753	0.008280	0.101760	0.034806	0.027424	0.016771	0.016320	0.768281
.	0.010654	0.013897	0.035387	0.022107	0.007388	0.002248	0.004924	0.003071	0.005493	0.003913	0.006289	0.009360	0.002355	0.080573	0.792341
[SEP]	0.006652	0.001130	0.005963	0.006649	0.001171	0.001619	0.003570	0.001245	0.005488	0.005121	0.001429	0.001463	0.001541	0.034658	0.922298
