TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.278293	0.057534	0.040694	0.018407	0.016877	0.005532	0.013485	0.023434	0.007424	0.012697	0.018809	0.037286	0.049593	0.082173	0.337762
I	0.435245	0.089208	0.046151	0.010941	0.014932	0.003745	0.007472	0.016135	0.002565	0.005720	0.004678	0.009587	0.020655	0.099366	0.233600
heard	0.220695	0.077304	0.060219	0.059188	0.048750	0.020534	0.068208	0.013407	0.006806	0.027385	0.012819	0.013622	0.035788	0.132932	0.202344
from	0.138384	0.029589	0.059784	0.052949	0.098263	0.013467	0.017973	0.003156	0.006703	0.009703	0.000690	0.003156	0.002134	0.122485	0.441563
none	0.240448	0.013075	0.034118	0.061476	0.009916	0.023764	0.019231	0.008289	0.015697	0.012131	0.005497	0.005460	0.002987	0.150901	0.397009
of	0.187049	0.022939	0.012879	0.115225	0.044477	0.014634	0.018214	0.003577	0.019015	0.011436	0.002039	0.003013	0.006684	0.139648	0.399170
the	0.112092	0.036163	0.028890	0.077496	0.086418	0.036168	0.075983	0.017777	0.025402	0.041571	0.007526	0.021629	0.016865	0.192036	0.223984
representatives	0.057117	0.019849	0.050809	0.044242	0.058619	0.026944	0.111652	0.006172	0.033349	0.068026	0.023860	0.102341	0.017923	0.196006	0.183092
from	0.124135	0.008908	0.043740	0.058645	0.121945	0.039502	0.031114	0.013762	0.086855	0.037979	0.004959	0.015895	0.013197	0.150860	0.248503
the	0.148376	0.024959	0.043669	0.050701	0.065233	0.025351	0.049654	0.031829	0.057511	0.069391	0.008312	0.034743	0.034097	0.205062	0.151113
power	0.016411	0.008227	0.021602	0.003757	0.016099	0.013285	0.035688	0.196152	0.038072	0.070724	0.017140	0.188717	0.216800	0.111997	0.045330
generation	0.024277	0.003459	0.009984	0.001815	0.007344	0.018415	0.043922	0.310080	0.030314	0.077118	0.054084	0.016239	0.201490	0.132228	0.069230
sector	0.138530	0.056259	0.041452	0.028897	0.016869	0.021877	0.024510	0.136365	0.096488	0.052361	0.022791	0.004977	0.047521	0.187497	0.123607
.	0.189692	0.026937	0.020507	0.014263	0.010287	0.004614	0.009948	0.009946	0.007351	0.012911	0.010792	0.020106	0.020571	0.171564	0.470511
[SEP]	0.019483	0.001550	0.002973	0.001559	0.007209	0.002878	0.005184	0.005481	0.002897	0.005817	0.009058	0.004370	0.004575	0.018375	0.908589
