TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.079339	0.005633	0.013425	0.008874	0.004451	0.000716	0.002527	0.011239	0.006189	0.004610	0.003022	0.012474	0.005526	0.013312	0.828662
I	0.021894	0.009390	0.437119	0.116358	0.009307	0.007270	0.009615	0.013239	0.010353	0.008572	0.000310	0.000243	0.000270	0.013237	0.342822
heard	0.060425	0.012086	0.107302	0.005090	0.043278	0.008274	0.041065	0.182947	0.006952	0.007524	0.001139	0.002342	0.000464	0.151325	0.369786
from	0.018705	0.002105	0.001848	0.002769	0.016605	0.009205	0.062139	0.806254	0.012824	0.003966	0.000097	0.000286	0.000215	0.039927	0.023055
none	0.135817	0.006302	0.043852	0.007400	0.011378	0.001971	0.030945	0.433896	0.026143	0.029789	0.018618	0.013273	0.007893	0.118245	0.114478
of	0.066308	0.003997	0.005099	0.000775	0.000702	0.000380	0.008934	0.811865	0.012249	0.003085	0.000664	0.000962	0.004578	0.063206	0.017196
the	0.041050	0.010506	0.025586	0.003514	0.002981	0.002274	0.005916	0.717285	0.020387	0.006262	0.003245	0.006872	0.052678	0.042213	0.059231
representatives	0.014282	0.002561	0.000590	0.000355	0.003182	0.005681	0.019282	0.023739	0.018997	0.078670	0.018837	0.012202	0.129188	0.036146	0.636289
from	0.012987	0.001694	0.000127	0.000180	0.001009	0.000241	0.001099	0.004788	0.001251	0.017250	0.003220	0.008666	0.915388	0.014745	0.017354
the	0.009343	0.000893	0.000575	0.000165	0.000222	0.000079	0.000158	0.002309	0.000269	0.002968	0.004092	0.006936	0.935084	0.006837	0.030069
power	0.001337	0.000534	0.000214	0.000017	0.000044	0.000085	0.000742	0.000273	0.000586	0.005192	0.005287	0.003826	0.001737	0.003405	0.976721
generation	0.007079	0.001398	0.003607	0.000086	0.000083	0.000301	0.002575	0.002174	0.005128	0.008271	0.070785	0.027858	0.000915	0.010163	0.859578
sector	0.002409	0.002489	0.000389	0.000107	0.000633	0.000702	0.006119	0.000132	0.001496	0.017979	0.057424	0.039593	0.004491	0.005083	0.860953
.	0.030323	0.012213	0.052787	0.055324	0.005750	0.005959	0.017879	0.020160	0.025470	0.013052	0.009412	0.011764	0.005459	0.013310	0.721138
[SEP]	0.001046	0.000300	0.000411	0.000085	0.000115	0.000207	0.000370	0.000696	0.000343	0.000443	0.000196	0.000265	0.000697	0.000378	0.994450
