TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.286682	0.027294	0.048415	0.086072	0.054489	0.051922	0.037572	0.038706	0.059257	0.035796	0.025654	0.031708	0.062061	0.025849	0.128524
I	0.057034	0.006244	0.007373	0.039181	0.019231	0.011958	0.025458	0.014569	0.009969	0.023350	0.004250	0.008710	0.012272	0.091500	0.668903
heard	0.070614	0.002561	0.004069	0.053220	0.006465	0.007570	0.015124	0.016309	0.024251	0.006649	0.005590	0.011838	0.026370	0.058224	0.691145
from	0.114162	0.002870	0.008811	0.015052	0.015770	0.004703	0.009109	0.018730	0.013131	0.004006	0.002818	0.002836	0.015231	0.055578	0.717193
none	0.530990	0.002388	0.003935	0.018320	0.000862	0.001061	0.002582	0.007951	0.006422	0.001836	0.000662	0.000451	0.001902	0.085087	0.335550
of	0.211984	0.007073	0.019461	0.066227	0.006420	0.000849	0.003299	0.011959	0.010191	0.002512	0.001222	0.000957	0.008862	0.087713	0.561271
the	0.081275	0.009960	0.019168	0.049366	0.005568	0.000926	0.001381	0.007701	0.004048	0.002960	0.004471	0.004031	0.023272	0.053892	0.731984
representatives	0.176460	0.005508	0.006190	0.013989	0.004149	0.000866	0.001065	0.006367	0.007788	0.003324	0.008503	0.011714	0.039181	0.022662	0.692235
from	0.247382	0.006881	0.022750	0.040549	0.011754	0.001408	0.003628	0.020095	0.004518	0.003877	0.003980	0.002730	0.009887	0.073421	0.547140
the	0.117957	0.008740	0.007910	0.010691	0.002662	0.000477	0.001563	0.013155	0.001963	0.002417	0.007822	0.005590	0.012048	0.042612	0.764394
power	0.179692	0.006573	0.009126	0.005190	0.001292	0.000477	0.001471	0.036648	0.005856	0.012729	0.022494	0.013841	0.017451	0.022216	0.664945
generation	0.193165	0.008659	0.016838	0.009301	0.001119	0.000408	0.001225	0.043001	0.004291	0.006871	0.012605	0.003196	0.005555	0.019304	0.674463
sector	0.247357	0.010000	0.009919	0.010099	0.003296	0.001522	0.005212	0.030955	0.004124	0.004980	0.006930	0.003461	0.003503	0.037681	0.620960
.	0.209462	0.021410	0.028448	0.042328	0.087749	0.009058	0.011816	0.018740	0.018648	0.016224	0.004288	0.002562	0.015211	0.223559	0.290495
[SEP]	0.218387	0.069997	0.045222	0.031027	0.086826	0.041579	0.030809	0.024492	0.044011	0.036664	0.034855	0.039743	0.034890	0.208646	0.052852
