TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.159067	0.025740	0.041440	0.044431	0.064605	0.049471	0.066646	0.053278	0.053864	0.068649	0.078162	0.052789	0.051930	0.092416	0.097512
I	0.010926	0.049793	0.094869	0.039654	0.053885	0.029436	0.050926	0.142201	0.048903	0.041133	0.119343	0.131491	0.075775	0.067270	0.044395
heard	0.050455	0.012515	0.023951	0.044440	0.026354	0.027741	0.040539	0.498930	0.041610	0.028496	0.032001	0.066561	0.019398	0.063344	0.023666
from	0.012891	0.036874	0.066143	0.086448	0.072341	0.062216	0.080888	0.119152	0.084564	0.058851	0.081453	0.053699	0.061870	0.087186	0.035425
none	0.031981	0.043819	0.135929	0.050311	0.057451	0.039154	0.072254	0.206480	0.050071	0.048693	0.027799	0.047556	0.033330	0.107990	0.047183
of	0.010087	0.033939	0.045915	0.052352	0.079249	0.037463	0.098545	0.120847	0.066285	0.088625	0.109700	0.060131	0.045484	0.116962	0.034415
the	0.006975	0.035942	0.039139	0.062614	0.066638	0.057926	0.107466	0.078588	0.093128	0.099292	0.070946	0.041695	0.041613	0.152566	0.045471
representatives	0.014329	0.028839	0.084947	0.049605	0.040098	0.048356	0.043748	0.091928	0.077915	0.049981	0.113033	0.042941	0.109053	0.140304	0.064923
from	0.009534	0.038257	0.051095	0.077504	0.061210	0.062150	0.078787	0.109942	0.088899	0.070169	0.078733	0.055357	0.070028	0.106582	0.041756
the	0.006344	0.033891	0.038043	0.064606	0.056734	0.059842	0.083094	0.066850	0.103402	0.093823	0.059269	0.038656	0.047379	0.183496	0.064571
power	0.067080	0.011621	0.140076	0.082658	0.074149	0.042778	0.067956	0.085790	0.077725	0.055734	0.058599	0.054425	0.066536	0.063091	0.051781
generation	0.038038	0.030454	0.070537	0.051151	0.056634	0.030346	0.030539	0.158931	0.074885	0.040764	0.083414	0.021559	0.133454	0.106440	0.072854
sector	0.025411	0.019729	0.081449	0.142263	0.078604	0.061593	0.062990	0.071715	0.134573	0.056285	0.043984	0.015275	0.018899	0.118462	0.068767
.	0.005101	0.033309	0.047438	0.033335	0.034098	0.032564	0.051786	0.087745	0.050736	0.072262	0.106753	0.084971	0.122755	0.143256	0.093891
[SEP]	0.029637	0.032290	0.043054	0.037691	0.061302	0.052485	0.111123	0.099239	0.046012	0.097475	0.080614	0.066703	0.035973	0.140153	0.066247
