TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.001693	0.039421	0.108681	0.061300	0.086712	0.001564	0.003002	0.003720	0.002311	0.001200	0.001105	0.000326	0.000252	0.509926	0.178787
I	0.006380	0.021339	0.192162	0.013660	0.011676	0.001179	0.001756	0.001864	0.000890	0.000321	0.000196	0.000136	0.000162	0.012164	0.736115
heard	0.010397	0.034381	0.033131	0.082113	0.019991	0.002371	0.006161	0.001772	0.001503	0.000266	0.000153	0.000104	0.000095	0.010667	0.796896
from	0.039914	0.017835	0.004595	0.011904	0.147925	0.059460	0.084105	0.015907	0.002145	0.002082	0.002350	0.001106	0.001525	0.003059	0.606089
none	0.017864	0.005359	0.028618	0.012883	0.021943	0.063926	0.077104	0.019724	0.006162	0.003043	0.006300	0.004539	0.003144	0.009753	0.719639
of	0.012699	0.011058	0.002729	0.000293	0.108221	0.031790	0.161507	0.031908	0.003595	0.008923	0.009426	0.005095	0.011522	0.003690	0.597544
the	0.006607	0.003084	0.001625	0.000284	0.004712	0.003359	0.005582	0.017960	0.005040	0.002930	0.006198	0.002892	0.007485	0.000922	0.931319
representatives	0.004486	0.002154	0.000144	0.000308	0.000439	0.000507	0.001384	0.001136	0.007450	0.016756	0.002526	0.001462	0.004292	0.005018	0.951937
from	0.009386	0.004017	0.000266	0.000347	0.005358	0.001775	0.006915	0.005144	0.005851	0.086361	0.034403	0.023112	0.183834	0.001999	0.631233
the	0.003909	0.001969	0.000312	0.000033	0.000879	0.000108	0.000262	0.000646	0.000634	0.015181	0.035860	0.020687	0.048305	0.000653	0.870562
power	0.005755	0.001596	0.000458	0.000247	0.000719	0.000083	0.000721	0.000489	0.001290	0.011822	0.013525	0.093027	0.060909	0.003356	0.806003
generation	0.004618	0.001605	0.000240	0.000389	0.000911	0.000094	0.000737	0.000312	0.000528	0.006470	0.003731	0.010882	0.017778	0.003962	0.947742
sector	0.008263	0.006515	0.002569	0.000240	0.000678	0.000082	0.000705	0.000308	0.000511	0.004670	0.002470	0.002325	0.002401	0.017863	0.950399
.	0.115522	0.225606	0.116782	0.017660	0.063604	0.004234	0.015459	0.006160	0.002411	0.002942	0.004861	0.001769	0.001375	0.119446	0.302170
[SEP]	0.062404	0.040740	0.034920	0.020600	0.008690	0.007255	0.013422	0.020341	0.020022	0.010900	0.011582	0.009384	0.010122	0.080816	0.648802
