TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.466864	0.033533	0.034053	0.031041	0.035472	0.039907	0.037430	0.026707	0.026915	0.035852	0.025341	0.031960	0.038683	0.064498	0.071744
I	0.203492	0.027520	0.023368	0.012446	0.024036	0.016569	0.028776	0.076038	0.012775	0.034068	0.044602	0.324958	0.048624	0.028527	0.094202
heard	0.403545	0.042313	0.002901	0.043606	0.018759	0.029096	0.030736	0.018880	0.045905	0.030957	0.026410	0.063056	0.041734	0.082871	0.119230
from	0.554509	0.013416	0.022406	0.019395	0.031254	0.016393	0.034426	0.027995	0.017150	0.035866	0.020975	0.031262	0.023805	0.032841	0.118306
none	0.614182	0.036394	0.004667	0.020117	0.002568	0.012459	0.036236	0.009801	0.021806	0.039898	0.010068	0.012467	0.007206	0.067256	0.104875
of	0.611989	0.024633	0.014126	0.014587	0.009947	0.013619	0.035662	0.022657	0.012197	0.035952	0.019028	0.023691	0.013242	0.037427	0.111241
the	0.591196	0.036671	0.007947	0.009888	0.012057	0.013836	0.036912	0.015851	0.008066	0.038908	0.036356	0.051087	0.016938	0.029369	0.094920
representatives	0.529601	0.035031	0.004587	0.013174	0.009585	0.012210	0.032861	0.000507	0.010429	0.034324	0.009817	0.028765	0.016289	0.059171	0.203651
from	0.464254	0.017256	0.026770	0.018972	0.038333	0.019546	0.041590	0.027462	0.015322	0.042712	0.030964	0.040299	0.028131	0.043655	0.144735
the	0.580476	0.038179	0.008494	0.010421	0.012893	0.016025	0.039734	0.016041	0.008331	0.040065	0.041133	0.046885	0.015225	0.033443	0.092654
power	0.380024	0.030865	0.025996	0.011062	0.005662	0.039190	0.070814	0.005182	0.008400	0.057218	0.003861	0.004603	0.024984	0.077285	0.254853
generation	0.457106	0.095375	0.010490	0.013537	0.012530	0.031143	0.043299	0.008367	0.010704	0.038692	0.007085	0.001342	0.009864	0.091506	0.168960
sector	0.477468	0.033669	0.028084	0.023806	0.009449	0.043659	0.037734	0.008736	0.017095	0.032093	0.032391	0.012798	0.000745	0.065253	0.177020
.	0.525270	0.040190	0.027703	0.014980	0.029725	0.018851	0.036587	0.045541	0.012950	0.035332	0.026203	0.048588	0.020918	0.039549	0.077612
[SEP]	0.341713	0.035109	0.021216	0.033570	0.020734	0.062248	0.052890	0.030268	0.030330	0.050500	0.065841	0.049792	0.056080	0.074643	0.075066
