TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.052149	0.029503	0.032522	0.011190	0.003211	0.002509	0.008223	0.034965	0.013103	0.015881	0.028275	0.026044	0.034803	0.074776	0.632844
I	0.012221	0.017580	0.024618	0.007809	0.004979	0.002971	0.010495	0.010593	0.003299	0.009536	0.010894	0.008521	0.011819	0.039054	0.825611
heard	0.002885	0.008871	0.023718	0.006810	0.006019	0.002233	0.006007	0.007189	0.001964	0.008801	0.007468	0.007159	0.008799	0.022432	0.879645
from	0.006949	0.006763	0.013416	0.005651	0.005899	0.002191	0.005400	0.006150	0.002172	0.006352	0.006101	0.006030	0.008807	0.028305	0.889815
none	0.004067	0.003065	0.004998	0.002098	0.003843	0.001538	0.002930	0.006605	0.003267	0.006726	0.008096	0.008152	0.013087	0.016951	0.914578
of	0.006271	0.003186	0.006446	0.001557	0.002424	0.001408	0.002655	0.003785	0.002109	0.004339	0.005947	0.005124	0.007362	0.014250	0.933137
the	0.006955	0.007334	0.010456	0.003493	0.003715	0.002821	0.005450	0.011276	0.003548	0.010460	0.019149	0.019217	0.019313	0.023252	0.853562
representatives	0.006187	0.008034	0.007669	0.002528	0.001266	0.000744	0.003248	0.010382	0.003054	0.013320	0.021159	0.025243	0.028524	0.018460	0.850183
from	0.004767	0.003123	0.005291	0.000903	0.000887	0.000777	0.001888	0.004303	0.002133	0.005221	0.007738	0.010625	0.011178	0.013808	0.927358
the	0.005789	0.006664	0.005902	0.001499	0.002524	0.001950	0.003642	0.008283	0.003761	0.013363	0.038901	0.047074	0.024045	0.026295	0.810308
power	0.002904	0.004179	0.002191	0.000394	0.000766	0.000548	0.001091	0.001643	0.001055	0.004191	0.016613	0.015685	0.005818	0.010950	0.931970
generation	0.001445	0.002742	0.001345	0.000262	0.000626	0.000251	0.000595	0.000719	0.000592	0.002575	0.010678	0.010722	0.003315	0.008273	0.955862
sector	0.002916	0.004283	0.003595	0.000991	0.001802	0.000969	0.002634	0.009839	0.003634	0.012517	0.043785	0.062431	0.040957	0.013317	0.796331
.	0.027587	0.034911	0.042813	0.023860	0.016479	0.009767	0.020450	0.018137	0.008732	0.016258	0.020690	0.019140	0.020357	0.045800	0.675020
[SEP]	0.066050	0.080006	0.075064	0.069816	0.061258	0.065705	0.067918	0.062406	0.061121	0.063073	0.052529	0.058231	0.055559	0.084285	0.076980
