TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.008260	0.000664	0.011229	0.000437	0.000539	0.000440	0.002491	0.000391	0.000059	0.000217	0.000080	0.000172	0.000229	0.075131	0.899660
I	0.005254	0.058694	0.108746	0.007766	0.045000	0.003502	0.003647	0.000306	0.000290	0.000301	0.000060	0.000114	0.000218	0.060357	0.705745
heard	0.007231	0.045454	0.055607	0.052362	0.039431	0.008692	0.005683	0.001620	0.001665	0.000449	0.000104	0.000126	0.000283	0.021376	0.759917
from	0.010851	0.003583	0.231401	0.006380	0.063668	0.000979	0.012278	0.002285	0.000099	0.000459	0.000041	0.000214	0.000272	0.011416	0.656073
none	0.002812	0.003488	0.033553	0.022485	0.046238	0.044268	0.031129	0.003237	0.000926	0.001164	0.001003	0.000589	0.000546	0.038471	0.770092
of	0.000893	0.002961	0.033001	0.025046	0.169429	0.304099	0.220203	0.000639	0.000655	0.000447	0.000020	0.000030	0.000029	0.033625	0.208923
the	0.001495	0.001152	0.011050	0.005745	0.084176	0.331203	0.147816	0.005908	0.001145	0.000970	0.000057	0.000073	0.000566	0.036704	0.371940
representatives	0.001767	0.001929	0.004839	0.006657	0.083676	0.386467	0.115566	0.006532	0.001534	0.001432	0.000254	0.000208	0.000621	0.026642	0.361875
from	0.002074	0.001861	0.016999	0.002451	0.057588	0.023529	0.051888	0.004942	0.001706	0.001399	0.000105	0.000079	0.000301	0.027065	0.808014
the	0.009608	0.001289	0.004862	0.001711	0.063652	0.023431	0.024990	0.003963	0.013095	0.020034	0.000933	0.000313	0.002156	0.095544	0.734418
power	0.015001	0.000431	0.001250	0.000894	0.003360	0.000501	0.001690	0.002759	0.001606	0.011393	0.002967	0.026420	0.017105	0.016573	0.898048
generation	0.018919	0.001635	0.001987	0.003500	0.009114	0.000798	0.002883	0.041902	0.013975	0.032885	0.010048	0.010684	0.148257	0.026274	0.677139
sector	0.016136	0.003147	0.001037	0.000683	0.038774	0.001127	0.006987	0.007900	0.048159	0.420546	0.000704	0.000234	0.006386	0.039934	0.408245
.	0.021547	0.012988	0.012275	0.001648	0.009664	0.007577	0.028099	0.002035	0.000845	0.006827	0.000293	0.001012	0.001782	0.116902	0.776507
[SEP]	0.043807	0.012276	0.008829	0.005356	0.008589	0.007121	0.012890	0.009229	0.006596	0.011699	0.004963	0.006605	0.003767	0.031486	0.826786
