TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.067388	0.009141	0.023156	0.044160	0.053866	0.015324	0.026890	0.048674	0.035243	0.027168	0.022917	0.018275	0.026620	0.019371	0.561805
I	0.004640	0.006909	0.096311	0.185176	0.148427	0.006116	0.018667	0.126344	0.107118	0.040071	0.062677	0.077997	0.053504	0.028668	0.037375
heard	0.003763	0.015446	0.070441	0.082159	0.175865	0.008394	0.017726	0.084608	0.067800	0.049769	0.049218	0.044133	0.120274	0.016788	0.193616
from	0.003504	0.013045	0.062662	0.013286	0.062333	0.001872	0.009460	0.063526	0.036527	0.049639	0.050542	0.046393	0.405221	0.009153	0.172838
none	0.004716	0.035271	0.051043	0.014548	0.050023	0.003199	0.021433	0.103293	0.065327	0.074792	0.052425	0.048480	0.104179	0.011479	0.359792
of	0.002873	0.031724	0.061027	0.003484	0.009715	0.000177	0.002528	0.036729	0.024051	0.039934	0.102577	0.132599	0.408177	0.005238	0.139167
the	0.000937	0.009548	0.028965	0.002288	0.004924	0.000080	0.000766	0.013092	0.014028	0.032112	0.120936	0.173775	0.558240	0.004725	0.035585
representatives	0.000985	0.003611	0.012234	0.002156	0.004524	0.000213	0.001697	0.013435	0.009464	0.024911	0.076412	0.074884	0.649820	0.002585	0.123070
from	0.001792	0.009472	0.007759	0.000664	0.004935	0.000249	0.002382	0.013129	0.010485	0.040410	0.123567	0.135286	0.573113	0.003462	0.073295
the	0.000571	0.004737	0.010607	0.001429	0.004220	0.000075	0.000939	0.023566	0.009907	0.018838	0.142350	0.233982	0.516097	0.002248	0.030433
power	0.001200	0.010659	0.009329	0.004258	0.002520	0.000145	0.001333	0.027636	0.017668	0.014822	0.052326	0.061516	0.116461	0.001602	0.678526
generation	0.001391	0.008048	0.007519	0.004906	0.006609	0.000250	0.001353	0.025998	0.010049	0.007925	0.129535	0.107108	0.082576	0.003754	0.602981
sector	0.000941	0.003990	0.010057	0.003737	0.004235	0.000182	0.001592	0.045616	0.009155	0.012833	0.163331	0.211601	0.195648	0.003876	0.333205
.	0.008832	0.068634	0.101580	0.030726	0.079588	0.006262	0.023229	0.057017	0.042731	0.056334	0.082408	0.098559	0.092900	0.008750	0.242451
[SEP]	0.014395	0.012340	0.004753	0.006494	0.002288	0.003048	0.002902	0.003128	0.005840	0.006097	0.005209	0.005007	0.003549	0.007724	0.917228
