TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.116306	0.016652	0.022211	0.006732	0.008745	0.002771	0.007233	0.077291	0.008536	0.005347	0.034995	0.017986	0.106878	0.015004	0.553313
I	0.014512	0.017085	0.051433	0.031552	0.137538	0.021683	0.025154	0.198367	0.045957	0.013743	0.043017	0.037824	0.225029	0.030657	0.106447
heard	0.002661	0.007155	0.027618	0.008293	0.018092	0.010105	0.019833	0.027312	0.007386	0.013995	0.004023	0.007620	0.014652	0.039362	0.791892
from	0.004634	0.028813	0.038236	0.006985	0.022837	0.014559	0.018117	0.051119	0.006621	0.015788	0.003536	0.013703	0.019721	0.036595	0.718735
none	0.002382	0.003819	0.003447	0.002673	0.002530	0.004251	0.003882	0.002579	0.001851	0.003069	0.000814	0.002669	0.002505	0.017314	0.946215
of	0.004608	0.017358	0.024999	0.009747	0.017961	0.006748	0.013408	0.086993	0.006717	0.008147	0.002966	0.012842	0.025773	0.015978	0.745755
the	0.005933	0.023785	0.046603	0.013569	0.034608	0.009010	0.014114	0.168522	0.011476	0.009945	0.006157	0.015483	0.084813	0.016210	0.539771
representatives	0.006835	0.013087	0.012174	0.004142	0.004242	0.007067	0.008730	0.015664	0.006555	0.011817	0.006115	0.011322	0.031094	0.027350	0.833807
from	0.003929	0.031281	0.022177	0.002823	0.008738	0.004089	0.006428	0.025281	0.002774	0.006330	0.003607	0.013104	0.019664	0.013857	0.835918
the	0.005901	0.031519	0.055049	0.012075	0.052229	0.007309	0.011208	0.357311	0.014695	0.007894	0.016857	0.029748	0.212460	0.012568	0.173178
power	0.022731	0.062103	0.041198	0.003106	0.008262	0.002883	0.009169	0.226273	0.006993	0.007438	0.043493	0.078763	0.346443	0.011024	0.130119
generation	0.033445	0.030285	0.036877	0.003422	0.006068	0.004976	0.008954	0.047796	0.005475	0.011172	0.070043	0.016865	0.060442	0.035559	0.628621
sector	0.061904	0.105408	0.024223	0.005773	0.017746	0.008380	0.010191	0.109100	0.013094	0.014090	0.078078	0.043988	0.153053	0.038540	0.316432
.	0.005215	0.032608	0.038158	0.014245	0.036071	0.018027	0.012178	0.113406	0.016218	0.008978	0.015557	0.018876	0.105148	0.035712	0.529602
[SEP]	0.005787	0.002654	0.002046	0.002117	0.000514	0.002033	0.002032	0.000549	0.001517	0.002122	0.000949	0.000665	0.001614	0.017838	0.957562
