TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.488798	0.032754	0.025665	0.032912	0.048686	0.034406	0.052612	0.014364	0.034681	0.048041	0.013504	0.015153	0.009947	0.049034	0.099443
I	0.100220	0.018757	0.052861	0.052000	0.058952	0.060056	0.091414	0.020286	0.154183	0.087543	0.011252	0.045730	0.008916	0.163138	0.074692
heard	0.313221	0.043227	0.002417	0.030159	0.067856	0.037393	0.066293	0.048063	0.081474	0.059539	0.021196	0.032742	0.007553	0.107797	0.081071
from	0.164196	0.011079	0.009280	0.016873	0.077192	0.031594	0.056829	0.061267	0.153369	0.076733	0.028804	0.045549	0.012967	0.129425	0.124844
none	0.355664	0.013431	0.006390	0.016734	0.015956	0.034754	0.069428	0.022152	0.070069	0.103258	0.053986	0.037706	0.035628	0.091949	0.072896
of	0.102872	0.006943	0.007029	0.012553	0.031236	0.030868	0.065768	0.078410	0.136788	0.131040	0.077626	0.094350	0.023241	0.104252	0.097023
the	0.094113	0.009174	0.006086	0.013472	0.041645	0.028621	0.064070	0.054652	0.127690	0.153980	0.027524	0.064466	0.016615	0.142739	0.155153
representatives	0.395377	0.015229	0.005103	0.010013	0.010883	0.013968	0.026408	0.002052	0.064641	0.075755	0.023625	0.064906	0.016251	0.146330	0.129458
from	0.185607	0.009824	0.006894	0.006476	0.031095	0.008161	0.015580	0.034379	0.068106	0.049136	0.053177	0.095446	0.030268	0.190131	0.215719
the	0.131349	0.011902	0.007890	0.015227	0.037929	0.020500	0.041399	0.031822	0.067637	0.101208	0.031496	0.071050	0.021649	0.175053	0.233889
power	0.562080	0.042583	0.006879	0.011557	0.016043	0.010852	0.025065	0.006785	0.010648	0.033159	0.002371	0.010945	0.015126	0.078320	0.167587
generation	0.467044	0.061491	0.013450	0.013616	0.021314	0.022453	0.053526	0.015568	0.013824	0.077810	0.019949	0.002025	0.024290	0.110492	0.083147
sector	0.566498	0.026785	0.009115	0.016779	0.009894	0.027381	0.060534	0.010164	0.013750	0.070171	0.033000	0.017296	0.000452	0.077006	0.061175
.	0.379195	0.029483	0.025500	0.023221	0.037248	0.020368	0.032962	0.019046	0.025797	0.039930	0.017158	0.030430	0.020691	0.130314	0.168656
[SEP]	0.689194	0.011430	0.004251	0.012125	0.029576	0.014775	0.028217	0.009109	0.012147	0.023405	0.013451	0.015705	0.014540	0.060941	0.061134
