TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.010794	0.026740	0.017747	0.035462	0.012593	0.012587	0.019036	0.030297	0.038359	0.046502	0.051471	0.033303	0.064957	0.054237	0.545915
I	0.009689	0.014430	0.009031	0.004830	0.003805	0.002819	0.005162	0.005167	0.002694	0.007152	0.014447	0.011426	0.007081	0.021917	0.880350
heard	0.002607	0.003091	0.034615	0.023498	0.001321	0.002722	0.007711	0.012895	0.004615	0.005287	0.006734	0.004794	0.007838	0.011013	0.871259
from	0.002111	0.002243	0.004055	0.007934	0.001882	0.002390	0.004505	0.012525	0.003034	0.005229	0.005182	0.004553	0.006588	0.008514	0.929254
none	0.004685	0.002429	0.006817	0.010119	0.005762	0.012596	0.009086	0.009487	0.006163	0.012760	0.011602	0.007641	0.021678	0.013469	0.865706
of	0.002147	0.001214	0.001229	0.001411	0.002748	0.001397	0.001664	0.003345	0.000987	0.003374	0.004986	0.004771	0.010780	0.006248	0.953698
the	0.003389	0.002832	0.001792	0.001609	0.001331	0.001464	0.002501	0.005216	0.001474	0.007091	0.021335	0.026123	0.014048	0.009549	0.900245
representatives	0.012655	0.010043	0.010475	0.010389	0.007293	0.007437	0.007471	0.034547	0.009318	0.013141	0.020901	0.021188	0.029643	0.017988	0.787512
from	0.002380	0.001813	0.001347	0.001611	0.002624	0.000980	0.001356	0.004656	0.001615	0.004881	0.011031	0.012122	0.021578	0.008626	0.923381
the	0.006982	0.005851	0.001572	0.000853	0.003230	0.001185	0.001715	0.002151	0.001299	0.007969	0.045858	0.055695	0.016523	0.015919	0.833198
power	0.008391	0.003251	0.001773	0.000654	0.001720	0.000793	0.000858	0.000700	0.000618	0.002048	0.031000	0.022351	0.002334	0.012563	0.910946
generation	0.009018	0.002633	0.001386	0.000829	0.001585	0.000749	0.000896	0.000676	0.000731	0.001914	0.041782	0.043541	0.002665	0.010116	0.881477
sector	0.014240	0.006501	0.004334	0.002216	0.002931	0.002412	0.003961	0.006335	0.002869	0.011135	0.059650	0.086323	0.037399	0.014302	0.745391
.	0.015913	0.012461	0.015676	0.017638	0.014047	0.007963	0.012379	0.011854	0.011248	0.016487	0.024240	0.023618	0.028852	0.031278	0.756347
[SEP]	0.072880	0.057526	0.062000	0.058841	0.064360	0.049624	0.052394	0.054832	0.053528	0.058170	0.074197	0.074201	0.061996	0.076610	0.128840
