TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.026335	0.035096	0.210183	0.201911	0.183459	0.045134	0.035416	0.016376	0.017878	0.007290	0.001707	0.000880	0.005452	0.022124	0.190760
I	0.007359	0.047782	0.052108	0.035493	0.153044	0.018261	0.020990	0.020432	0.013456	0.006268	0.005477	0.003317	0.007754	0.035744	0.572514
heard	0.011253	0.029264	0.075216	0.102205	0.373468	0.020956	0.022180	0.031117	0.012114	0.004577	0.001249	0.000793	0.006443	0.023841	0.285325
from	0.032877	0.116082	0.107949	0.058977	0.218682	0.005098	0.012377	0.023910	0.009029	0.002224	0.000312	0.000194	0.002883	0.016922	0.392486
none	0.002063	0.014745	0.036901	0.050694	0.119159	0.011976	0.013012	0.009224	0.005341	0.003614	0.000509	0.000263	0.002467	0.007939	0.722091
of	0.007443	0.126106	0.049176	0.035381	0.191718	0.004892	0.009399	0.022508	0.005415	0.003422	0.000923	0.000534	0.004959	0.010841	0.527282
the	0.010713	0.127269	0.051249	0.021631	0.155565	0.004593	0.008562	0.040312	0.005103	0.002484	0.001091	0.000731	0.008207	0.015008	0.547479
representatives	0.009566	0.029943	0.050247	0.044448	0.060992	0.011983	0.020633	0.031876	0.008493	0.004492	0.001303	0.000883	0.010203	0.014950	0.699987
from	0.008263	0.040838	0.050331	0.042205	0.189341	0.029085	0.044151	0.142682	0.016616	0.007424	0.001593	0.001490	0.014004	0.011798	0.400178
the	0.005694	0.079891	0.032268	0.018099	0.155786	0.039875	0.080362	0.245231	0.028834	0.040501	0.010286	0.008063	0.097343	0.008999	0.148768
power	0.015296	0.042801	0.007872	0.003234	0.018380	0.001611	0.004025	0.063829	0.011689	0.022024	0.040088	0.048266	0.121284	0.003715	0.595886
generation	0.011907	0.021072	0.003815	0.001584	0.015629	0.001465	0.003336	0.030716	0.010982	0.018324	0.064198	0.049234	0.086118	0.002542	0.679079
sector	0.018834	0.048395	0.016526	0.008686	0.036144	0.008346	0.020001	0.086883	0.028095	0.035678	0.006495	0.005421	0.049828	0.008041	0.622627
.	0.003879	0.063744	0.071480	0.023785	0.246866	0.035172	0.027802	0.010934	0.014394	0.006031	0.001262	0.001107	0.004176	0.024635	0.464732
[SEP]	0.232507	0.020996	0.013441	0.011988	0.008066	0.005752	0.008312	0.003279	0.005714	0.010380	0.016367	0.037737	0.003658	0.018808	0.602994
