TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.186454	0.040169	0.034802	0.009498	0.003274	0.031787	0.023306	0.013697	0.012263	0.032587	0.009005	0.010944	0.008509	0.057380	0.526326
I	0.079898	0.702809	0.000690	0.000050	0.000025	0.000428	0.000470	0.000210	0.000122	0.001033	0.000089	0.000104	0.000090	0.019786	0.194195
heard	0.124848	0.001103	0.520928	0.000082	0.000029	0.001091	0.000298	0.000107	0.000072	0.000488	0.000668	0.000068	0.000007	0.003362	0.346851
from	0.285375	0.000519	0.000657	0.294101	0.000024	0.000705	0.000305	0.000059	0.035926	0.000568	0.000178	0.000041	0.000009	0.004562	0.376970
none	0.215087	0.003650	0.008986	0.003824	0.570402	0.001695	0.000454	0.000141	0.000119	0.000232	0.000531	0.000060	0.000007	0.004323	0.190489
of	0.410200	0.006392	0.030286	0.020730	0.000182	0.050585	0.002599	0.000293	0.000785	0.000960	0.000125	0.000053	0.000055	0.004402	0.472353
the	0.434171	0.007831	0.024972	0.046058	0.002080	0.019532	0.042055	0.005732	0.002247	0.017429	0.000434	0.000312	0.000507	0.009095	0.387543
representatives	0.208459	0.001508	0.072598	0.021989	0.006621	0.019859	0.006666	0.431328	0.000868	0.001079	0.001233	0.000101	0.000062	0.002526	0.225103
from	0.022921	0.000152	0.000476	0.931654	0.000048	0.000720	0.000668	0.000119	0.026337	0.000141	0.000015	0.000003	0.000001	0.000231	0.016514
the	0.285702	0.004569	0.022306	0.061033	0.001968	0.041741	0.238172	0.015594	0.007560	0.028746	0.000911	0.000393	0.000369	0.008230	0.282709
power	0.277109	0.000427	0.005037	0.004599	0.001137	0.012561	0.009687	0.008247	0.000872	0.003235	0.430750	0.003299	0.000312	0.009120	0.233607
generation	0.258891	0.002349	0.007914	0.005116	0.000876	0.010842	0.020670	0.006158	0.002697	0.007787	0.006255	0.371864	0.001086	0.012309	0.285186
sector	0.340716	0.002024	0.000325	0.000988	0.000077	0.009193	0.040305	0.000978	0.000506	0.008530	0.001407	0.002411	0.250032	0.034422	0.308086
.	0.178874	0.118379	0.046657	0.082741	0.008148	0.032005	0.069317	0.043751	0.059562	0.041223	0.006654	0.010656	0.007782	0.034879	0.259371
[SEP]	0.232185	0.024886	0.052895	0.017033	0.011260	0.055100	0.031766	0.018189	0.015360	0.030079	0.006515	0.015034	0.010636	0.037108	0.441954
