TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.002269	0.055625	0.194791	0.139546	0.306362	0.053007	0.087514	0.043675	0.038338	0.017591	0.003192	0.002002	0.010707	0.025772	0.019608
I	0.046336	0.047499	0.096499	0.037162	0.006874	0.002078	0.017660	0.032948	0.003250	0.013772	0.015028	0.018966	0.019022	0.014490	0.628415
heard	0.034609	0.009988	0.061085	0.016692	0.002291	0.000992	0.008712	0.008502	0.000728	0.003380	0.002116	0.002617	0.003399	0.004763	0.840124
from	0.099868	0.016644	0.174691	0.061575	0.012747	0.009361	0.074219	0.076169	0.005537	0.008503	0.002342	0.002757	0.007563	0.015958	0.432066
none	0.022748	0.009935	0.041644	0.011551	0.023017	0.004285	0.026212	0.022093	0.004526	0.012179	0.001996	0.001690	0.013394	0.006303	0.798427
of	0.055976	0.007611	0.048327	0.020074	0.019608	0.002641	0.045900	0.046888	0.007553	0.024705	0.001400	0.001876	0.017304	0.007115	0.693023
the	0.055924	0.008284	0.051883	0.020289	0.005782	0.001405	0.031248	0.062341	0.010915	0.040843	0.006461	0.010464	0.063473	0.005074	0.625612
representatives	0.014612	0.004265	0.017958	0.007740	0.003200	0.000689	0.008893	0.031071	0.005074	0.025782	0.003806	0.004478	0.035167	0.003451	0.833816
from	0.031228	0.006550	0.025958	0.008911	0.004979	0.000885	0.013096	0.060048	0.010500	0.039970	0.014613	0.017379	0.082234	0.004647	0.679000
the	0.005753	0.002715	0.002570	0.000474	0.000561	0.000073	0.001840	0.009023	0.001816	0.048224	0.023752	0.037332	0.107851	0.001432	0.756584
power	0.000386	0.000286	0.000371	0.000026	0.000149	0.000012	0.000106	0.000456	0.000159	0.003408	0.005975	0.002904	0.002277	0.000206	0.983279
generation	0.000393	0.000362	0.000221	0.000028	0.000124	0.000007	0.000068	0.000330	0.000109	0.002264	0.008840	0.005718	0.002270	0.000268	0.978997
sector	0.003131	0.000789	0.000460	0.000150	0.000293	0.000048	0.000579	0.003870	0.000741	0.011021	0.009810	0.011238	0.022988	0.000821	0.934061
.	0.021661	0.021683	0.032861	0.006792	0.006255	0.000233	0.002350	0.004206	0.001549	0.004300	0.001501	0.002628	0.006322	0.010725	0.876936
[SEP]	0.001831	0.001460	0.003502	0.000867	0.003068	0.000361	0.000697	0.001616	0.000615	0.001737	0.001175	0.001102	0.001375	0.001609	0.978984
