TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.004723	0.253380	0.032528	0.005649	0.115575	0.012019	0.035329	0.007483	0.002296	0.007222	0.009092	0.014989	0.009100	0.081298	0.409316
I	0.172322	0.133754	0.005703	0.100672	0.021452	0.001973	0.005622	0.005467	0.002663	0.001692	0.000602	0.001550	0.004363	0.026103	0.516063
heard	0.008651	0.481145	0.005330	0.010450	0.012285	0.002493	0.006852	0.001990	0.000714	0.000563	0.000796	0.005008	0.001946	0.009942	0.451835
from	0.003951	0.015750	0.382408	0.004322	0.006275	0.000148	0.000846	0.068841	0.000880	0.000103	0.000172	0.000840	0.001129	0.004182	0.510152
none	0.002532	0.050881	0.011484	0.540624	0.015184	0.019459	0.021211	0.002744	0.008503	0.002951	0.000125	0.000123	0.001327	0.003220	0.319631
of	0.000083	0.000748	0.000307	0.001611	0.972305	0.013277	0.001257	0.001412	0.000521	0.000016	0.000004	0.000005	0.000117	0.000089	0.008249
the	0.002186	0.002665	0.001449	0.016742	0.561747	0.155374	0.020773	0.008930	0.020885	0.001088	0.000327	0.000186	0.001047	0.002475	0.204124
representatives	0.006549	0.018514	0.003368	0.003062	0.061181	0.016090	0.091372	0.015313	0.005192	0.006901	0.023795	0.010984	0.015579	0.003378	0.718721
from	0.001724	0.001412	0.006400	0.000174	0.047087	0.001568	0.008479	0.583797	0.018793	0.004066	0.009825	0.004121	0.013969	0.003087	0.295498
the	0.020082	0.001463	0.002699	0.008896	0.180303	0.021199	0.016361	0.177433	0.280154	0.029990	0.006980	0.006846	0.028471	0.007491	0.211633
power	0.003191	0.000621	0.000772	0.003343	0.060395	0.002956	0.005172	0.005678	0.020540	0.041018	0.033636	0.007576	0.000723	0.003276	0.811103
generation	0.003414	0.001179	0.002050	0.003354	0.009812	0.000833	0.002231	0.007504	0.013052	0.028302	0.289119	0.025389	0.003920	0.021610	0.588232
sector	0.002086	0.000366	0.000341	0.000067	0.000233	0.000029	0.000848	0.002116	0.001099	0.002947	0.037865	0.585354	0.012500	0.001759	0.352388
.	0.005596	0.014224	0.066933	0.005411	0.022700	0.002982	0.013719	0.042070	0.011342	0.004615	0.012585	0.024829	0.038292	0.113872	0.620830
[SEP]	0.002048	0.005011	0.002008	0.004611	0.005951	0.003186	0.006591	0.006194	0.005834	0.007571	0.004053	0.003490	0.001928	0.015619	0.925906
